Employee_ID,Year_Column,Company,City,State1,Title,Salary_Level,Area,Total_Annual_Compensation,Years_of_Experience,Years_at_Company,Base_Salary,Stock_Grant_Value,Bonus,Masters_Degree,Bachelors_Degree,Doctorate_Degree,Highschool,Some_College
d0526,2020,Moveworks,Mountain View, CA,Data Scientist,2,Data,130000,2,1,130000,0,0,1,0,0,0,0
d0527,2020,Nike,Beaverton, OR,Data Scientist,2,Data,150000,3,0,130000,0,20000,1,0,0,0,0
d0528,2020,Nvidia,Santa Clara, CA,Data Scientist,2,ML / AI,140000,2,2,130000,10000,0,1,0,0,0,0
d0529,2018,Oath,New York, NY,Data Scientist,2,Data,160000,1,1,130000,10000,20000,0,0,0,0,0
d0530,2021,Optum,Basking Ridge, NJ,Data Scientist,2,Engineering,140000,4,4,130000,0,10000,0,0,0,0,0
d0531,2021,PayPal,San Jose, CA,Data Scientist,2,Risk,190000,3,3,130000,45000,15000,1,0,0,0,0
d0532,2019,Procter & Gamble,Cincinnati, OH,Data Scientist,2,ML / AI,135000,5,1,130000,5000,0,0,0,0,0,0
d0533,2019,Procter & Gamble,Cincinnati, OH,Data Scientist,2,ML / AI,137000,5,1,130000,7000,0,0,0,0,0,0
d0534,2020,Salesforce,Bellevue, WA,Data Scientist,2,ML / AI,150000,4,2,130000,7000,13000,1,0,0,0,0
d0535,2020,ServiceNow,Santa Clara, CA,Data Scientist,2,ML / AI,223000,2,0,130000,80000,13000,1,0,0,0,0
d0536,2019,Snap,Los Angeles, CA,Data Scientist,2,Data Engineering,187000,0,0,130000,38000,19000,0,0,0,0,0
d0537,2020,Twitter,San Francisco, CA,Data Scientist,2,ML / AI,168000,1,1,130000,25000,13000,0,0,0,0,0
d0538,2021,Uber,San Francisco, CA,Data Scientist,2,product,185000,8,5,130000,40000,15000,0,1,0,0,0
d0539,2019,Uber,San Francisco, CA,Data Scientist,2,ML / AI,195000,3,2,130000,50000,15000,0,0,0,0,0
d0540,2021,Uber,Sunnyvale, CA,Data Scientist,2,General,190000,4,0,130000,35000,25000,1,0,0,0,0
d0541,2020,Verizon,Sunnyvale, CA,Data Scientist,2,Data,180000,13,7,130000,30000,20000,0,0,0,0,0
d0542,2021,Verizon,Los Angeles, CA,Data Scientist,2,Data Science,160000,5,3,130000,15000,15000,0,0,0,0,0
d0543,2021,Walmart,Hoboken, NJ,Data Scientist,2,ML/AI,157000,0,0,130000,6000,21000,1,0,0,0,0
d0544,2018,Walmart,Bentonville, AR,Data Scientist,2,ML / AI,195000,10,4,130000,35000,30000,0,0,0,0,0
d0545,2021,Walmart Labs,Sunnyvale, CA,Data Scientist,2,data science,160000,6,1,130000,10000,20000,0,0,0,0,0
d0546,2020,Wayfair,Boston, MA,Data Scientist,2,ML / AI,156000,4,1,130000,13000,13000,1,0,0,0,0
d0547,2020,Yahoo,Sunnyvale, CA,Data Scientist,2,ML / AI,179000,11,6,130000,28000,21000,0,0,0,0,0
d0548,2021,Zappos,Las Vegas, NV,Data Scientist,2,Machine Learning,130000,3,3,130000,0,0,0,1,0,0,0
d0549,2019,Zillow,Seattle, WA,Data Scientist,2,ML / AI,180000,2,0,130000,29000,20000,0,0,0,0,0
d0550,2019,Zillow,New York, NY,Data Scientist,2,ML / AI,144000,3,3,130000,4000,10000,0,0,0,0,0
d0551,2021,Aetna,New York, NY,Data Scientist,2,General,142000,2,2,131000,0,10000,0,0,0,0,0
d0552,2020,Amazon,Seattle, WA,Data Scientist,2,ML / AI,215000,7,7,131000,74000,10000,1,0,0,0,0
d0553,2021,Dropbox,San Francisco, CA,Data Scientist,2,Product Analytics,154000,5,2,131000,10000,13000,0,0,0,0,0
d0554,2019,Microsoft,Sunnyvale, CA,Data Scientist,2,ML / AI,225000,0,0,131000,44000,50000,1,0,0,0,0
d0555,2020,Microsoft,Redmond, WA,Data Scientist,2,ML / AI,191000,0,0,131000,35000,25000,1,0,0,0,0
d0556,2020,Microsoft,Redmond, WA,Data Scientist,2,ML / AI,191000,1,1,131000,45000,15000,0,0,1,0,0
d0557,2020,Microsoft,Seattle, WA,Data Scientist,2,ML / AI,151000,5,3,131000,6000,12000,0,0,0,0,0
d0558,2019,Amazon,Seattle, WA,Data Scientist,2,ML / AI,210000,4,4,132000,38000,40000,0,0,0,0,0
d0559,2021,Amazon,Seattle, WA,Data Scientist,2,General,212000,5,3,132000,80000,0,1,0,0,0,0
d0560,2021,Amazon,Seattle, WA,Data Scientist,2,data science,234000,15,4,132000,102000,0,1,0,0,0,0
d0561,2021,BCG,Chicago, IL,Data Scientist,2,Data Science,158000,2,0,132000,0,26000,1,0,0,0,0
d0562,2021,BCG,New York, NY,Data Scientist,2,General,158000,0,0,132000,0,26000,0,0,0,0,0
d0563,2021,CVS Health,New York, NY,Data Scientist,2,general,142000,2,2,132000,0,10000,0,0,0,0,0
d0564,2021,CVS Health,Woonsocket, RI,Data Scientist,2,Data,167000,7,4,132000,15000,20000,1,0,0,0,0
d0565,2021,Discover,Chicago Heights, IL,Data Scientist,2,Marketing Analytics,145000,5,2,132000,0,13000,1,0,0,0,0
d0566,2021,Expedia,Seattle, WA,Data Scientist,2,NLP,182000,2,0,132000,25000,25000,0,0,1,0,0
d0567,2018,Google,Mountain View, CA,Data Scientist,2,Full Stack,210000,1,1,132000,42000,36000,0,0,0,0,0
d0568,2018,Google,Mountain View, CA,Data Scientist,2,Full Stack,210000,1,1,132000,42000,36000,0,0,0,0,0
d0569,2021,IBM,Seattle, WA,Data Scientist,2,General,132000,1,1,132000,0,0,0,0,1,0,0
d0570,2021,IBM,San Francisco, CA,Data Scientist,2,AI/ML,133000,4,4,132000,0,1000,0,1,0,0,0
d0571,2021,JP Morgan Chase,New York, NY,Data Scientist,2,Machine learning,149000,3,3,132000,0,17000,1,0,0,0,0
d0572,2021,Nielsen,Washington, DC,Data Scientist,2,General,152000,8,4,132000,0,20000,0,0,0,0,0
d0573,2021,Oracle,Denver, CO,Data Scientist,2,General,148000,4,4,132000,16000,0,0,0,0,0,0
d0574,2021,Square,San Francisco, CA,Data Scientist,2,Data,168000,4,0,132000,36000,0,0,0,0,0,0
d0575,2018,Uber,San Francisco, CA,Data Scientist,2,ML / AI,235000,2,2,132000,90000,13000,0,0,0,0,0
d0576,2021,Amazon,Seattle, WA,Data Scientist,2,ML,213000,9,4,133000,70000,10000,1,0,0,0,0
d0577,2019,Capital One,New York, NY,Data Scientist,2,ML / AI,138000,3,1,133000,0,5000,1,0,0,0,0
d0578,2021,eBay,San Jose, CA,Data Scientist,2,general,176000,2,0,133000,13000,30000,1,0,0,0,0
d0579,2020,Facebook,Austin, TX,Data Scientist,2,Data,170000,3,1,133000,25000,13000,1,0,0,0,0
d0580,2021,GE Aviation,Cincinnati, OH,Data Scientist,2,ML,152000,15,10,133000,0,19000,1,0,0,0,0
d0581,2020,Microsoft,Seattle, WA,Data Scientist,2,ML / AI,156000,2,2,133000,6000,17000,0,0,1,0,0
d0582,2020,Microsoft,Redmond, WA,Data Scientist,2,ML / AI,159000,2,2,133000,6000,20000,1,0,0,0,0
d0583,2021,Microsoft,Redmond, WA,Data Scientist,2,Data science,166000,3,1,133000,20000,13000,0,0,0,0,0
d0584,2020,Target,Minneapolis, MN,Data Scientist,2,ML / AI,150000,1,1,133000,5000,13000,0,0,0,0,0
d0585,2021,Ford Motor,Dearborn, MI,Data Scientist,2,Data Engineer,154000,16,16,134000,0,19000,1,0,0,0,0
d0586,2021,Goldman Sachs,New York, NY,Data Scientist,2,Data,171000,3,3,134000,0,37000,0,1,0,0,0
d0587,2020,Microsoft,Bellevue, WA,Data Scientist,2,ML / AI,182000,2,0,134000,35000,13000,0,1,0,0,0
d0588,2019,Uber,San Francisco, CA,Data Scientist,2,ML / AI,225000,0,0,134000,60000,30000,0,0,0,0,0
d0589,2020,Adobe,San Francisco, CA,Data Scientist,2,General,168000,4,1,135000,20000,13000,0,0,0,0,0
d0590,2021,Allstate,Northbrook, IL,Data Scientist,2,ML / AI,148000,8,5,135000,0,13000,0,0,0,0,0
d0591,2021,Amazon,Seattle, WA,Data Scientist,2,ML/AI,157000,0,0,135000,16000,6000,0,0,0,0,0
d0592,2018,Amazon,Seattle, WA,Data Scientist,2,ML / AI,169000,6,0,135000,20000,14000,0,0,0,0,0
d0593,2019,Amazon,Seattle, WA,Data Scientist,2,ML / AI,185000,6,4,135000,50000,0,0,0,0,0,0
d0594,2020,Amazon,Seattle, WA,Data Scientist,2,ML / AI,200000,8,1,135000,65000,3000,1,0,0,0,0
d0595,2020,Amazon,Seattle, WA,Data Scientist,2,ML / AI,240000,7,5,135000,100000,0,0,0,0,0,0
d0596,2020,Amazon,Seattle, WA,Data Scientist,2,ML / AI,255000,10,4,135000,120000,0,0,1,0,0,0
d0597,2021,Amazon,Seattle, WA,Data Scientist,2,General,154000,3,2,135000,3000,16000,0,0,1,0,0
d0598,2021,Amazon,Cambridge, MA,Data Scientist,2,Business Intelligence,230000,8,4,135000,89000,6000,1,0,0,0,0
d0599,2021,Apple,Austin, TX,Data Scientist,2,Data science,174000,5,1,135000,25000,14000,0,0,0,0,0
d0600,2019,Bank of America Merrill Lynch,Boston, MA,Data Scientist,2,ML / AI,135000,5,1,135000,0,5000,1,0,0,0,0
d0601,2021,Capital One,Chicago, IL,Data Scientist,2,General,144000,3,2,135000,0,8000,1,0,0,0,0
d0602,2021,CVS Health,New York, NY,Data Scientist,2,ML / AI,150000,4,4,135000,0,15000,0,0,0,0,0
d0603,2021,Dolby Laboratories,Sunnyvale, CA,Data Scientist,2,Machine Learning,162000,0,0,135000,20000,7000,1,0,0,0,0
d0604,2021,Facebook,Austin, TX,Data Scientist,2,Product,189000,3,0,135000,40000,14000,0,0,0,0,0
d0605,2021,Facebook,Menlo Park, CA,Data Scientist,2,ML / AI,201000,3,0,135000,33000,34000,0,1,0,0,0
d0606,2021,Facebook,San Francisco, CA,Data Scientist,2,Data,185000,4,1,135000,20000,30000,1,0,0,0,0
d0607,2019,Feedzai,Atlanta, GA,Data Scientist,2,ML / AI,165000,6,0,135000,0,30000,0,0,0,0,0
d0608,2021,Fidelity Investments,Jersey City, NJ,Data Scientist,2,General,189000,8,8,135000,20000,34000,1,0,0,0,0
d0609,2018,IBM,San Jose, CA,Data Scientist,2,ML / AI,137000,2,1,135000,0,2000,0,0,0,0,0
d0610,2018,Illumina,San Diego, CA,Data Scientist,2,Bioinformatics,175000,6,2,135000,29000,11000,0,0,0,0,0
d0611,2020,JP Morgan Chase,New York, NY,Data Scientist,2,ML / AI,160000,3,1,135000,0,25000,1,0,0,0,0
d0612,2018,JP Morgan Chase,Dallas, TX,Data Scientist,2,ML / AI,150000,5,5,135000,0,25000,0,0,0,0,0
d0613,2021,LinkedIn,Sunnyvale, CA,Data Scientist,2,General,186000,1,0,135000,38000,14000,0,0,0,0,0
d0614,2020,Lyft,San Francisco, CA,Data Scientist,2,Economics,200000,0,0,135000,65000,0,0,1,0,0,0
d0615,2020,Lyft,San Francisco, CA,Data Scientist,2,Data,200000,0,0,135000,65000,0,0,1,0,0,0
d0616,2021,McKinsey,San Francisco, CA,Data Scientist,2,General,135000,4,0,135000,0,5000,0,1,0,0,0
d0617,2021,Micron Technology,Manassas, VA,Data Scientist,2,AI,160000,1,0,135000,12000,13000,0,0,1,0,0
d0618,2019,Microsoft,Redmond, WA,Data Scientist,2,ML / AI,223000,2,0,135000,50000,38000,0,0,0,0,0
d0619,2021,Microsoft,Redmond, WA,Data Scientist,2,ML / AI,183000,1,1,135000,35000,13000,0,0,0,0,0
d0620,2020,Microsoft,Atlanta, GA,Data Scientist,2,ML / AI,172000,0,0,135000,23000,14000,0,0,1,0,0
d0621,2021,Microsoft,Cambridge, MA,Data Scientist,2,Machine Learning,190000,1,1,135000,40000,15000,0,0,1,0,0
d0622,2021,Microsoft,Denver, CO,Data Scientist,2,General,180000,2,0,135000,20000,25000,1,0,0,0,0
d0623,2021,Microsoft,Redmond, WA,Data Scientist,2,General,212000,2,2,135000,58000,19000,1,0,0,0,0
d0624,2019,Microsoft,Redmond, WA,Data Scientist,2,Data Science,150000,7,1,135000,60000,0,0,0,0,0,0
d0625,2021,Microsoft,Redmond, WA,Data Scientist,2,Data science,170000,10,2,135000,25000,10000,0,0,0,0,0
d0626,2020,Oracle,Broomfield, CO,Data Scientist,2,ML / AI,156000,7,3,135000,21000,0,1,0,0,0,0
d0627,2019,SAP,Newtown Square, PA,Data Scientist,2,DBS,190000,13,13,135000,25000,30000,0,0,0,0,0
d0628,2019,SAP,Bellevue, WA,Data Scientist,2,Analyst,165000,5,1,135000,0,25000,0,0,0,0,0
d0629,2019,Shutterstock,New York, NY,Data Scientist,2,ML / AI,159000,2,0,135000,10000,14000,0,0,0,0,0
d0630,2021,Square,San Francisco, CA,Data Scientist,2,General,190000,1,0,135000,40000,14000,0,1,0,0,0
d0631,2020,Tesla,Palo Alto, CA,Data Scientist,2,Autopilot,195000,0,0,135000,60000,0,0,0,0,0,0
d0632,2020,Uber,San Francisco, CA,Data Scientist,2,ML / AI,215000,2,0,135000,65000,15000,1,0,1,0,0
d0633,2021,UBS,New York, NY,Data Scientist,2,Quant,170000,4,1,135000,0,35000,1,0,0,0,0
d0634,2021,UBS,New York, NY,Data Scientist,2,Credit Risk,165000,5,3,135000,0,30000,0,0,0,0,0
d0635,2020,Wayfair,Boston, MA,Data Scientist,2,ML / AI,180000,4,2,135000,35000,10000,0,0,1,0,0
d0636,2020,Zillow,Seattle, WA,Data Scientist,2,AB testing,165000,9,0,135000,30000,0,1,0,0,0,0
d0637,2020,Accenture,Chicago, IL,Data Scientist,2,ML / AI,150000,5,1,136000,0,15000,0,1,0,0,0
d0638,2019,Apple,Cupertino, CA,Data Scientist,2,ML / AI,230000,1,4,136000,80000,16000,0,0,0,0,0
d0639,2021,Apple,San Jose, CA,Data Scientist,2,ML,166000,1,0,136000,26000,0,0,0,0,0,0
d0640,2019,Apple,Cupertino, CA,Data Scientist,2,Hardware Technology,212000,4,4,136000,60000,16000,0,0,0,0,0
d0641,2021,Apple,Cupertino, CA,Data Scientist,2,General,225000,8,8,136000,81000,8000,0,1,0,0,0
d0642,2020,Boeing,Seattle, WA,Data Scientist,2,Analytics,142000,4,4,136000,0,6000,1,0,0,0,0
d0643,2020,Capital One,Washington, DC,Data Scientist,2,ML / AI,141000,3,2,136000,0,5000,0,0,1,0,0
d0644,2020,Capital One,Washington, DC,Data Scientist,2,Data,136000,3,2,136000,0,5000,0,0,0,0,0
d0645,2020,Huawei,Paris, IL,Data Scientist,2,Networking,171000,20,1,136000,5000,30000,0,0,1,0,0
d0646,2020,Microsoft,Bellevue, WA,Data Scientist,2,ML / AI,194000,3,3,136000,40000,18000,1,0,0,0,0
d0647,2018,Microsoft,Redmond, WA,Data Scientist,2,ML / AI,180000,2,2,136000,24000,20000,0,0,0,0,0
d0648,2021,SquareSpace,New York, NY,Data Scientist,2,Product,155000,2,2,136000,23000,0,0,1,0,0,0
d0649,2019,Twitter,Boulder, CO,Data Scientist,2,ML / AI,211000,3,2,136000,55000,20000,0,0,0,0,0
d0650,2019,Amazon,Palo Alto, CA,Data Scientist,2,ML / AI,209000,3,2,137000,57000,15000,0,0,0,0,0
d0651,2021,Bank of America,Charlotte, NC,Data Scientist,2,General,147000,5,3,137000,0,10000,0,0,1,0,0
d0652,2019,Google,Sunnyvale, CA,Data Scientist,2,User Experience,207000,0,0,137000,50000,20000,0,0,0,0,0
d0653,2020,Google,Sunnyvale, CA,Data Scientist,2,Trust safety,208000,7,5,137000,50000,21000,0,1,0,0,0
d0654,2019,Google,Mountain View, CA,Data Scientist,2,ML / AI,207000,10,1,137000,43000,27000,0,0,0,0,0
d0655,2019,Google,Mountain View, CA,Data Scientist,2,ML / AI,195000,0,0,137000,21000,35000,0,0,0,0,0
d0656,2019,Google,Sunnyvale, CA,Data Scientist,2,ML / AI,189000,0,0,137000,30000,22000,0,0,0,0,0
d0657,2020,IBM,Atlanta, GA,Data Scientist,2,ML / AI,140000,3,3,137000,0,3000,0,0,0,0,0
d0658,2020,Liberty Mutual,Boston, MA,Data Scientist,2,ML / AI,150000,4,4,137000,0,13000,0,0,0,0,0
d0659,2018,Microsoft,Redmond, WA,Data Scientist,2,ML / AI,220000,2,2,137000,67000,15000,0,0,0,0,0
d0660,2020,Microsoft,Bellevue, WA,Data Scientist,2,Data,201000,0,0,137000,38000,27000,0,0,0,0,0
d0661,2020,Nordstrom,Seattle, WA,Data Scientist,2,Supply Chain,170000,6,2,137000,0,33000,1,0,0,0,0
d0662,2021,Salesforce,Bellevue, WA,Data Scientist,2,General,178000,5,5,137000,20000,21000,0,0,0,0,0
d0663,2021,Squarespace,New York, NY,Data Scientist,2,Marketing,143000,6,2,137000,8000,0,0,1,0,0,0
d0664,2018,Twitter,San Francisco, CA,Data Scientist,2,ML / AI,187000,0,0.5,137000,43000,7000,0,0,0,0,0
d0665,2021,Walmart,Bentonville, AR,Data Scientist,2,ML,240000,11,2,137000,75000,28000,1,0,0,0,0
d0666,2021,Walmart Labs,Sunnyvale, CA,Data Scientist,2,ML,185000,9,3,137000,25000,22000,0,0,0,0,0
d0667,2020,Wells Fargo,Charlotte, NC,Data Scientist,2,ML / AI,180000,5,4,137000,3000,40000,0,0,1,0,0
d0668,2020,Zillow,Seattle, WA,Data Scientist,2,ML / AI,177000,2,2,137000,40000,0,1,0,0,0,0
d0669,2020,Capital One,New York, NY,Data Scientist,2,Modeler,150000,4,3,138000,0,12000,1,0,0,0,0
d0670,2020,Credit Karma,San Francisco, CA,Data Scientist,2,Data,183000,2,2,138000,45000,0,0,0,0,0,0
d0671,2021,Facebook,Seattle, WA,Data Scientist,2,L5,215000,8,6,138000,77000,0,0,1,0,0,0
d0672,2019,LinkedIn,Sunnyvale, CA,Data Scientist,2,Data,200000,3,1.5,138000,45000,17000,0,0,0,0,0
d0673,2019,Microsoft,Redmond, WA,Data Scientist,2,ML / AI,152000,8,4,138000,10000,4000,0,0,0,0,0
d0674,2021,Microsoft,Redmond, UT,Data Scientist,2,ML,210000,2,2,138000,38000,34000,0,0,0,0,0
d0675,2020,Microsoft,Redmond, WA,Data Scientist,2,Customer analytics,227000,3,0,138000,35000,54000,0,1,0,0,0
d0676,2021,Uber,San Francisco, CA,Data Scientist,2,Marketing,182000,2,0,138000,31000,14000,1,0,0,0,0
d0677,2021,Uber,San Francisco, CA,Data Scientist,2,Driver Experience,192000,0,0,138000,41000,14000,1,0,0,0,0
d0678,2020,Facebook,Menlo Park, CA,Data Scientist,2,ML / AI,208000,3,2,139000,55000,14000,0,0,0,0,0
d0679,2021,Intel,Portland, OR,Data Scientist,2,RET Design,183000,0,0,139000,17000,28000,0,0,1,0,0
d0680,2021,Intel,Portland, OR,Data Scientist,2,General,184000,4,4,139000,28000,17000,0,0,1,0,0
d0681,2020,JP Morgan Chase,New York, NY,Data Scientist,2,ML / AI,169000,5,4,139000,0,30000,0,1,0,0,0
d0682,2019,Microsoft,Redmond, WA,Data Scientist,2,Data Science,165000,4,4,139000,12000,14000,0,0,0,0,0
d0683,2021,Vanguard,Philadelphia, PA,Data Scientist,2,NLP,167000,4,0,139000,0,28000,0,0,0,0,0
d0684,2021,Walmart Labs,San Bruno, CA,Data Scientist,2,forecasting,180000,2,2,139000,25000,16000,0,0,0,0,0
d0685,2020,Walmart Labs,Sunnyvale, CA,Data Scientist,2,Data,188000,2,2,139000,25000,24000,1,0,0,0,0
d0686,2021,Wells Fargo,Charlotte, NC,Data Scientist,2,ML/AI,179000,2,2,139000,10000,30000,0,0,1,0,0
d0687,2019,Accenture,Arlington, VA,Data Scientist,2,ML / AI,165000,8,0,140000,5000,20000,1,0,1,0,0
d0688,2021,Aetna,New York, NY,Data Scientist,2,Data science,150000,3,2,140000,0,10000,1,0,0,0,0
d0689,2021,Amazon,Seattle, WA,Data Scientist,2,Statistics,198000,2,1,140000,35000,25000,0,0,0,0,0
d0690,2021,Amazon,Seattle, WA,Data Scientist,2,Renewables,165000,3,0,140000,25000,0,0,0,1,0,0
d0691,2021,Amazon,Seattle, WA,Data Scientist,2,Operations Research Scientist,193000,6,4,140000,36000,18000,0,0,1,0,0
d0692,2020,Amazon,Sunnyvale, CA,Data Scientist,2,ML / AI,185000,4,0,140000,40000,5000,1,0,0,0,0
d0693,2020,Amazon,Seattle, WA,Data Scientist,2,ML / AI,165000,1,0,140000,10000,15000,0,0,1,0,0
d0694,2020,Amazon,Seattle, WA,Data Scientist,2,ML / AI,240000,4,4,140000,100000,0,0,0,0,0,0
d0695,2021,Amazon,Seattle, WA,Data Scientist,2,HR,250000,2,2,140000,110000,0,0,0,1,0,0
d0696,2021,Amazon,Seattle, WA,Data Scientist,2,General,214000,5,2,140000,43000,31000,1,0,0,0,0
d0697,2021,Amazon,Seattle, WA,Data Scientist,2,General,185000,3,1,140000,45000,0,0,0,0,0,0
d0698,2021,Amazon,Seattle, WA,Data Scientist,2,AI/ML,203000,0,0,140000,8000,55000,1,0,0,0,0
d0699,2019,American Express,New York, NY,Data Scientist,2,ML / AI,147000,3,1,140000,0,7000,0,0,0,0,0
d0700,2019,American express,New York, NY,Data Scientist,2,ML / AI,155000,3,1,140000,0,15000,0,0,0,0,0
d0701,2019,American Express,New York, NY,Data Scientist,2,machine learning,155000,3,1,140000,0,14000,0,0,0,0,0
d0702,2020,Apple,San Jose, CA,Data Scientist,2,AOS,175000,10,5,140000,15000,19000,1,0,0,0,0
d0703,2021,Bank of America,New York, NY,Data Scientist,2,General,175000,5,3,140000,5000,30000,1,0,0,0,0
d0704,2019,Blink Health,New York, NY,Data Scientist,2,ML / AI,160000,2,1,140000,20000,0,1,0,0,0,0
d0705,2020,c3.ai,Redwood City, CA,Data Scientist,2,ML / AI,161000,1,0,140000,0,21000,1,0,0,0,0
d0706,2021,C3.ai,Redwood City, CA,Data Scientist,2,DS / ML / AI,186000,0,0,140000,25000,21000,1,0,0,0,0
d0707,2019,Cisco,Ann Arbor, MI,Data Scientist,2,ML / AI,164000,3,3,140000,7000,17000,0,0,0,0,0
d0708,2020,Deloitte,New York, NY,Data Scientist,2,ML / AI,157000,3,0,140000,0,17000,1,0,0,0,0
d0709,2019,eBay,San Jose, CA,Data Scientist,2,ML / AI,176000,2,2,140000,20000,14000,0,0,0,0,0
d0710,2019,Facebook,Menlo Park, CA,Data Scientist,2,Analytics,190000,3,0,140000,35000,15000,0,0,0,0,0
d0711,2019,Facebook,Menlo Park, CA,Data Scientist,2,Analytics,189000,0,0,140000,35000,14000,0,0,0,0,0
d0712,2019,General Motors,Warren, MI,Data Scientist,2,ML / AI,158000,5,1.5,140000,0,18000,0,0,0,0,0
d0713,2020,Google,San Francisco, CA,Data Scientist,2,Security,220000,6,3,140000,55000,25000,0,0,0,0,0
d0714,2019,Google,Redwood City, CA,Data Scientist,2,ML / AI,220000,1,0,140000,59000,21000,0,0,0,0,0
d0715,2020,Google,San Francisco, CA,Data Scientist,2,Analytics,220000,4,0,140000,60000,21000,0,0,0,0,0
d0716,2021,Grammarly,San Francisco, CA,Data Scientist,2,General,195000,0,0,140000,55000,0,0,0,1,0,0
d0717,2021,Grammarly,San Francisco, CA,Data Scientist,2,"EXPERIMENTATION, PRODUCT ANALYTICS",195000,3,0,140000,55000,0,0,0,1,0,0
d0718,2021,Grubhub,New York, NY,Data Scientist,2,Data Engineering,172000,4,0,140000,32000,0,1,0,0,0,0
d0719,2020,IBM,Armonk, NY,Data Scientist,2,ML / AI,144000,2,1,140000,2000,3000,1,0,0,0,0
d0720,2020,IBM,San Jose, CA,Data Scientist,2,Full Stack,140000,5,2,140000,0,3000,1,0,0,0,0
d0721,2021,IBM,Armonk, NY,Data Scientist,2,Finance and Operations,140000,2,2,140000,0,0,0,0,0,0,0
d0722,2021,IBM,New City, NY,Data Scientist,2,Data,145000,6,5,140000,0,5000,0,1,0,0,0
d0723,2020,JP Morgan Chase,New York, NY,Data Scientist,2,ML / AI,190000,4,1,140000,0,50000,0,0,1,0,0
d0724,2021,JP Morgan Chase,Wilmington, DE,Data Scientist,2,ML / AI,170000,5,5,140000,0,30000,0,0,1,0,0
d0725,2020,LinkedIn,Sunnyvale, CA,Data Scientist,2,Data,199000,3,3,140000,45000,14000,0,0,0,0,0
d0726,2020,LinkedIn,Sunnyvale, CA,Data Scientist,2,Data,190000,2,2,140000,35000,14000,0,0,0,0,0
d0727,2019,Microsoft,Seattle, WA,Data Scientist,2,Mobile (iOS + Android),170000,10,7,140000,14000,14000,0,0,0,0,0
d0728,2020,Microsoft,Bellevue, WA,Data Scientist,2,ML / AI,229000,0,0,140000,50000,39000,0,0,1,0,0
d0729,2019,Microsoft,Seattle, WA,Data Scientist,2,ML / AI,250000,3,1,140000,100000,14000,0,0,0,0,0
d0730,2019,Microsoft,Seattle, WA,Data Scientist,2,ML / AI,230000,2,1,140000,80000,10000,0,0,0,0,0
d0731,2020,Microsoft,Redmond, WA,Data Scientist,2,ML / AI,190000,2,2,140000,40000,10000,0,0,1,0,0
d0732,2021,Microsoft,Redmond, WA,Data Scientist,2,AI / ML,202000,0,0,140000,40000,22000,0,0,1,0,0
d0733,2021,Nvidia,Santa Clara, CA,Data Scientist,2,General,168000,2,2,140000,30000,0,1,0,0,0,0
d0734,2021,Oracle,Redwood City, CA,Data Scientist,2,NLP,205000,1,0,140000,50000,15000,0,1,0,0,0
d0735,2018,PayPal,San Jose, CA,Data Scientist,2,ML / AI,182000,5,2,140000,28000,14000,0,0,0,0,0
d0736,2020,PayPal,San Jose, CA,Data Scientist,2,ML / AI,181000,6,1,140000,27000,14000,0,0,0,0,0
d0737,2020,PayPal,San Jose, CA,Data Scientist,2,Data,182000,3,1,140000,22000,20000,0,0,0,0,0
d0738,2021,Poshmark,Redwood City, CA,Data Scientist,2,"SQL, Python",170000,4,2,140000,30000,0,1,0,0,0,0
d0739,2021,Red Hat,Raleigh, NC,Data Scientist,2,AI/ML,171000,5,5,140000,10000,21000,1,0,0,0,0
d0740,2021,roche,San Francisco, CA,Data Scientist,2,machine learning,200000,5,1,140000,20000,40000,0,0,0,0,0
d0741,2020,SoFi,San Francisco, CA,Data Scientist,2,ML / AI,164000,1,1,140000,10000,14000,1,0,0,0,0
d0742,2020,Tesla,Palo Alto, CA,Data Scientist,2,ML / AI,205000,3,0,140000,50000,15000,0,0,1,0,0
d0743,2020,Tesla,Fremont, CA,Data Scientist,2,Data,175000,0,0,140000,35000,0,1,0,0,0,0
d0744,2020,The Home Depot,Atlanta, GA,Data Scientist,2,ML / AI,160000,4,1,140000,10000,10000,0,0,1,0,0
d0745,2021,Twitch,San Francisco, CA,Data Scientist,2,Operations,200000,7,3,140000,60000,0,0,1,0,0,0
d0746,2020,Uber,San Francisco, CA,Data Scientist,2,Security,235000,5,3,140000,80000,15000,1,0,0,0,0
d0747,2020,Uber,San Francisco, CA,Data Scientist,2,ML / AI,210000,0,0,140000,50000,20000,0,0,1,0,0
d0748,2018,Uber,San Francisco, CA,Data Scientist,2,data,240000,2,0,140000,60000,40000,0,0,0,0,0
d0749,2020,Uber,San Francisco, CA,Data Scientist,2,Data,210000,1,1,140000,50000,20000,0,0,0,0,0
d0750,2020,Walmart Labs,Sunnyvale, CA,Data Scientist,2,ML / AI,175000,1,1,140000,20000,15000,1,0,0,0,0
d0751,2021,Western Digital,Milpitas, CA,Data Scientist,2,Data analysis,174000,5,3,140000,20000,14000,0,0,0,0,0
d0752,2020,Yahoo,Sunnyvale, CA,Data Scientist,2,Data scientist,180000,4,0,140000,30000,10000,1,0,0,0,0
d0753,2020,Zillow,Seattle, WA,Data Scientist,2,Data,185000,4,2,140000,45000,0,0,0,0,0,0
d0754,2020,Zillow,Seattle, WA,Data Scientist,2,Analytics,185000,3,1,140000,40000,5000,1,0,0,0,0
