Employee_ID,Year_Column,Company,City,State1,Title,Salary_Level,Area,Total_Annual_Compensation,Years_of_Experience,Years_at_Company,Base_Salary,Stock_Grant_Value,Bonus,Masters_Degree,Bachelors_Degree,Doctorate_Degree,Highschool,Some_College
d0755,2021,Ernst and Young,San Francisco, CA,Data Scientist,2,Data,146000,3,2,141000,0,5000,0,1,0,0,0
d0756,2019,IBM,Washington, DC,Data Scientist,2,ML / AI,155000,5,2,141000,0,14000,0,0,0,0,0
d0757,2019,IBM,Washington, DC,Data Scientist,2,ML / AI,155000,5,2,141000,0,14000,0,0,0,0,0
d0758,2021,Intel,Hillsboro, OR,Data Scientist,2,Manufacturing,188000,5,5,141000,26000,21000,0,0,1,0,0
d0759,2021,Microsoft,Seattle, WA,Data Scientist,2,product,181000,3,3,141000,25000,15000,1,0,0,0,0
d0760,2019,Microsoft,Seattle, WA,Data Scientist,2,ML / AI,232000,0,0,141000,61000,30000,0,0,0,0,0
d0761,2020,Microsoft,Redmond, WA,Data Scientist,2,ML / AI,205000,0,0,141000,50000,14000,0,0,1,0,0
d0762,2021,Microsoft,Redmond, WA,Data Scientist,2,Machine Learning and AI,206000,0,0,141000,35000,30000,0,0,1,0,0
d0763,2021,microsoft,Seattle, WA,Data Scientist,2,Data,176000,7,2,141000,20000,15000,0,1,0,0,0
d0764,2019,Uber,San Francisco, CA,Data Scientist,2,ML / AI,255000,1,1,141000,99000,15000,0,0,0,0,0
d0765,2021,Allstate,Chicago, IL,Data Scientist,2,Operations Research,157000,6,2,142000,0,15000,0,0,0,0,0
d0766,2021,Allstate,Chicago, IL,Data Scientist,2,ML / AI,152000,6,1,142000,0,10000,0,0,1,0,0
d0767,2021,Capital One,Arlington, VA,Data Scientist,2,Analytics,157000,5,2,142000,0,15000,0,0,0,0,0
d0768,2020,Google,Sunnyvale, CA,Data Scientist,2,UX,213000,0,0,142000,50000,21000,1,0,1,0,0
d0769,2020,Google,San Francisco, CA,Data Scientist,2,Cloud,282000,9,1,142000,112000,25000,1,0,0,0,0
d0770,2019,Microsoft,Bellevue, WA,Data Scientist,2,Statistics,226000,0,0,142000,45000,39000,0,0,0,0,0
d0771,2020,Microsoft,Seattle, WA,Data Scientist,2,ML / AI,170000,5,1,142000,12000,14000,1,0,0,0,0
d0772,2021,Microsoft,Redmond, WA,Data Scientist,2,data analysis,194000,3,3,142000,40000,12000,0,0,1,0,0
d0773,2020,Walmart Labs,Sunnyvale, CA,Data Scientist,2,ML / AI,195000,7,1,142000,25000,28000,1,0,0,0,0
d0774,2020,Walmart Labs,Sunnyvale, CA,Data Scientist,2,Data,210000,3,1,142000,40000,28000,1,0,0,0,0
d0775,2021,Capital One,Vienna, VA,Data Scientist,2,Modeling,151000,5,3,143000,0,8000,0,0,1,0,0
d0776,2020,ExxonMobil,Houston, TX,Data Scientist,2,Data,167000,3,1,143000,0,25000,0,0,1,0,0
d0777,2020,Google,San Francisco, CA,Data Scientist,2,Data,195000,1,1,143000,30000,22000,0,0,1,0,0
d0778,2021,Grubhub,New York, NY,Data Scientist,2,General,168000,4,4,143000,25000,0,0,0,0,0,0
d0779,2019,Microsoft,Redmond, WA,Data Scientist,2,ML / AI,240000,0,0,143000,60000,37000,0,0,0,0,0
d0780,2020,Microsoft,Redmond, WA,Data Scientist,2,ML / AI,171000,3,3,143000,9000,19000,0,0,0,0,0
d0781,2020,Microsoft,Redmond, WA,Data Scientist,2,ML / AI,203000,3,2,143000,45000,15000,0,0,1,0,0
d0782,2020,Microsoft,Seattle, WA,Data Scientist,2,ML / AI,187000,2,2,143000,30000,14000,0,0,1,0,0
d0783,2020,Microsoft,Redmond, WA,Data Scientist,2,Data,182000,7,7,143000,18000,22000,0,1,0,0,0
d0784,2020,Microsoft,Redmond, WA,Data Scientist,2,Data,168000,5,5,143000,11000,14000,1,0,0,0,0
d0785,2021,Microsoft,Seattle, WA,Data Scientist,2,"Customer Analytics, Data Engineering, Product Management",163000,5,5,143000,10000,10000,0,1,0,0,0
d0786,2021,Microsoft,Seattle, WA,Data Scientist,2,"Customer Analytics, Data Engineering, Product Management",165000,5,5,143000,8000,14000,0,1,0,0,0
d0787,2020,Nextdoor,San Francisco, CA,Data Scientist,2,ML / AI,203000,1,1,143000,60000,0,1,0,0,0,0
d0788,2020,Amazon,Palo Alto, CA,Data Scientist,2,ML / AI,191000,4,3,144000,47000,0,1,0,0,0,0
d0789,2020,Amazon,Seattle, WA,Data Scientist,2,ML / AI,300000,7,7,144000,156000,0,1,0,0,0,0
d0790,2021,Amazon,Seattle, WA,Data Scientist,2,General,214000,4,4,144000,60000,10000,0,1,0,0,0
d0791,2019,Amazon,Seattle, WA,Data Scientist,2,Distributed Systems (Back-End),230000,25,3,144000,86000,0,0,0,0,0,0
d0792,2020,Apple,Cupertino, CA,Data Scientist,2,Big Data,144000,2,0,144000,0,0,1,0,0,0,0
d0793,2020,Asana,San Francisco, CA,Data Scientist,2,API Development (Back-End),192000,0,0,144000,48000,0,0,1,0,0,0
d0794,2020,Facebook,Seattle, WA,Data Scientist,2,Data,198000,4,1,144000,40000,14000,0,0,0,0,0
d0795,2019,Google,Mountain View, CA,Data Scientist,2,Data science,225000,4,4,144000,58000,23000,0,0,0,0,0
d0796,2020,Twitter,San Francisco, CA,Data Scientist,2,Analytics,197000,5,2.5,144000,35000,20000,0,0,0,0,0
d0797,2020,Walmart,San Bruno, CA,Data Scientist,2,ML / AI,189000,3,2,144000,20000,25000,1,0,0,0,0
d0798,2020,Adobe,Emeryville, CA,Data Scientist,2,ML / AI,250000,4,3,145000,90000,15000,1,0,0,0,0
d0799,2021,Affirm,San Francisco, CA,Data Scientist,2,product analytics,158000,7,2,145000,13000,0,0,0,0,0,0
d0800,2020,Airbnb,San Francisco, CA,Data Scientist,2,Analytics,210000,2,0,145000,45000,20000,1,0,0,0,0
d0801,2020,Amazon,New York, NY,Data Scientist,2,SCOT,191000,3,3,145000,46000,0,1,0,0,0,0
d0802,2019,Amazon,Palo Alto, CA,Data Scientist,2,ML / AI,181000,4,1,145000,6000,30000,0,0,0,0,0
d0803,2020,Amazon,Seattle, WA,Data Scientist,2,ML / AI,210000,2,0,145000,36000,26000,0,0,1,0,0
d0804,2020,Amazon,Seattle, WA,Data Scientist,2,ML / AI,250000,8,4,145000,105000,0,1,0,0,0,0
d0805,2020,Amazon,Seattle, WA,Data Scientist,2,ML / AI,270000,5,4,145000,125000,0,1,0,0,0,0
d0806,2021,Amazon,Atlanta, GA,Data Scientist,2,ML,225000,7,2,145000,50000,30000,1,0,0,0,0
d0807,2021,Amazon,Seattle, WA,Data Scientist,2,ML,363000,5,0,145000,118000,99000,1,0,0,0,0
d0808,2021,Amazon,Seattle, WA,Data Scientist,2,ML,270000,5,4,145000,125000,0,1,0,0,0,0
d0809,2020,Amazon,Los Angeles, CA,Data Scientist,2,Data,220000,2,2,145000,75000,0,0,0,1,0,0
d0810,2020,Amazon,Seattle, WA,Data Scientist,2,Data,240000,6,4,145000,95000,0,1,0,0,0,0
d0811,2020,Apple,Cupertino, CA,Data Scientist,2,Research,240000,4,4,145000,75000,20000,0,0,0,0,0
d0812,2020,Apple,Sunnyvale, CA,Data Scientist,2,ML / AI,197000,2,0,145000,38000,15000,1,0,0,0,0
d0813,2020,Apple,Sunnyvale, CA,Data Scientist,2,Insights,220000,7,1,145000,60000,15000,0,0,1,0,0
d0814,2021,Apple,San Francisco, CA,Data Scientist,2,Fraud,152000,9,3,145000,5000,0,1,0,0,0,0
d0815,2020,BuzzFeed,New York, NY,Data Scientist,2,ML / AI,161000,4,2,145000,5000,11000,0,1,0,0,0
d0816,2021,Chime,San Francisco, CA,Data Scientist,2,General,222000,4,0,145000,63000,15000,0,1,0,0,0
d0817,2021,Cisco,San Jose, CA,Data Scientist,2,ML/DS,177000,11,4,145000,14000,18000,1,0,0,0,0
d0818,2021,Facebook,New York, NY,Data Scientist,2,People analytics,200000,6,2,145000,40000,15000,0,0,0,0,0
d0819,2019,Facebook,San Francisco, CA,Data Scientist,2,Data Science,220000,6,1.5,145000,50000,15000,0,0,0,0,0
d0820,2019,Facebook,Menlo Park, CA,Data Scientist,2,Data Science,195000,9,1,145000,35000,15000,0,0,0,0,0
d0821,2019,Facebook,Menlo Park, CA,Data Scientist,2,Analytics,190000,2,1,145000,16000,29000,0,0,0,0,0
d0822,2021,Fidelity Investments,Boston, MA,Data Scientist,2,general,181000,5,1,145000,0,36000,0,0,0,0,0
d0823,2021,Fidelity Investments,Boston, MA,Data Scientist,2,data scient,176000,2,0,145000,0,31000,0,0,1,0,0
d0824,2021,Goldman Sachs,New York, NY,Data Scientist,2,Credit,195000,6,2,145000,0,50000,1,0,0,0,0
d0825,2021,IBM,Raleigh, NC,Data Scientist,2,survey analysis,145000,6,3,145000,0,0,0,0,1,0,0
d0826,2020,IBM,Armonk, NY,Data Scientist,2,ML / AI,145000,5,0,145000,0,0,1,0,0,0,0
d0827,2020,JP Morgan Chase,Jersey City, NJ,Data Scientist,2,Data,160000,20,5,145000,0,15000,0,0,0,0,0
d0828,2021,Liberty Mutual,Seattle, WA,Data Scientist,2,ML / AI,163000,5,1,145000,0,18000,0,0,0,0,0
d0829,2021,LinkedIn,Sunnyvale, CA,Data Scientist,2,General,201000,3,0,145000,41000,15000,1,0,0,0,0
d0830,2018,Microsoft,Redmond, WA,Data Scientist,2,ML / AI,180000,9,3,145000,15000,22000,0,0,0,0,0
d0831,2018,Microsoft,Redmond, WA,Data Scientist,2,ML / AI,180000,9,3,145000,15000,22000,0,0,0,0,0
d0832,2019,Microsoft,Redmond, WA,Data Scientist,2,ML / AI,185000,10,2,145000,20000,20000,0,0,0,0,0
d0833,2020,Microsoft,Seattle, WA,Data Scientist,2,ML / AI,215000,2,0,145000,19000,51000,1,0,0,0,0
d0834,2020,Microsoft,Redmond, WA,Data Scientist,2,ML / AI,194000,2,0,145000,23000,26000,1,0,0,0,0
d0835,2019,Microsoft,Redmond, WA,Data Scientist,2,DevOps,175000,5,2,145000,15000,15000,0,0,0,0,0
d0836,2019,Oracle,Reston, VA,Data Scientist,2,ML / AI,152000,4,1,145000,15000,0,0,0,0,0,0
d0837,2021,Pinterest,San Francisco, CA,Data Scientist,2,Analytics,190000,2,2,145000,45000,0,0,0,0,0,0
d0838,2020,Spotify,New York, NY,Data Scientist,2,Data science,173000,5,1,145000,28000,0,0,0,0,0,0
d0839,2021,Squarespace,New York, NY,Data Scientist,2,Analytics,165000,5,1,145000,20000,0,0,0,0,0,0
d0840,2021,Starbucks,Seattle, WA,Data Scientist,2,General,172000,3,3,145000,12000,15000,0,0,1,0,0
d0841,2019,T-Mobile,Bellevue, WA,Data Scientist,2,ML / AI,190000,4,1,145000,15000,30000,0,0,0,0,0
d0842,2020,Twitter,San Francisco, CA,Data Scientist,2,ML / AI,192000,2,2,145000,25000,22000,0,0,0,0,0
d0843,2021,Visa,Foster City, CA,Data Scientist,2,Data Scientist,173000,1,1,145000,8000,20000,0,0,1,0,0
d0844,2021,Walmart,San Bruno, CA,Data Scientist,2,General,188000,5,1,145000,20000,23000,0,0,0,0,0
d0845,2021,Walmart,Dallas, TX,Data Scientist,2,General,209000,6,6,145000,35000,29000,0,0,0,0,0
d0846,2019,Walmart Labs,Sunnyvale, CA,Data Scientist,2,ML / AI,188000,0,0,145000,20000,23000,0,0,0,0,0
d0847,2021,Walmart Labs,Seattle, WA,Data Scientist,2,ML,193000,2,0,145000,25000,23000,1,0,0,0,0
d0848,2020,Wayfair,Boston, MA,Data Scientist,2,ML / AI,207000,4,1,145000,48000,14000,1,0,0,0,0
d0849,2018,Airbnb,San Francisco, CA,Data Scientist,2,ML / AI,233000,3,0,146000,50000,22000,0,0,0,0,0
d0850,2020,eBay,San Jose, CA,Data Scientist,2,ML / AI,181000,1,1,146000,20000,15000,1,0,0,0,0
d0851,2019,Intel,Phoenix, AZ,Data Scientist,2,ML / AI,193000,6,6,146000,17000,30000,0,0,0,0,0
d0852,2019,Microsoft,Sunnyvale, CA,Data Scientist,2,ML / AI,171000,7,6,146000,14000,11000,0,0,0,0,0
d0853,2021,Nike,Beaverton, OR,Data Scientist,2,Computer Vision,146000,3,2,146000,0,0,1,0,0,0,0
d0854,2021,Uber,Seattle, WA,Data Scientist,2,General,187000,5,0,146000,26000,15000,0,0,0,0,0
d0855,2019,Amazon,Seattle, WA,Data Scientist,2,ML / AI,204000,3,2.5,147000,57000,0,0,0,0,0,0
d0856,2019,Amazon,Pittsburgh, PA,Data Scientist,2,ML / AI,197000,5,1,147000,5000,42000,0,0,0,0,0
d0857,2021,Amazon,Boston, MA,Data Scientist,2,AWS,200000,3,1,147000,43000,10000,1,0,0,0,0
d0858,2020,Asana,San Francisco, CA,Data Scientist,2,ML / AI,170000,4,0,147000,23000,0,0,0,0,0,0
d0859,2020,AT&T,Atlanta, GA,Data Scientist,2,ML / AI,166000,10,6,147000,0,19000,0,0,1,0,0
d0860,2020,Facebook,Menlo Park, CA,Data Scientist,2,Data,217000,5,1,147000,55000,15000,0,0,0,0,0
d0861,2021,GE Digital,San Ramon, CA,Data Scientist,2,ML / AI,162000,5,3,147000,15000,5000,0,0,0,0,0
d0862,2021,Google,Mountain View, CA,Data Scientist,2,General,266000,0,0,147000,97000,22000,0,0,1,0,0
d0863,2021,Google,Mountain View, CA,Data Scientist,2,Ads,199000,0,0,147000,30000,22000,0,0,1,0,0
d0864,2019,Instacart,San Francisco, CA,Data Scientist,2,DS,242000,6,1,147000,95000,0,0,0,0,0,0
d0865,2019,Microsoft,Seattle, WA,Data Scientist,2,ML / AI,170000,6,2,147000,8000,15000,1,0,0,0,0
d0866,2021,Verily Life Sciences,South San Francisco, CA,Data Scientist,2,ML/AI,210000,0,0,147000,41000,22000,0,0,1,0,0
d0867,2021,Amazon,Seattle, WA,Data Scientist,2,AWS,230000,5,1,148000,58000,25000,1,0,0,0,0
d0868,2020,Apple,San Francisco, CA,Data Scientist,2,iOS,198000,2,1,148000,41000,10000,1,0,0,0,0
d0869,2020,Facebook,Menlo Park, CA,Data Scientist,2,Data,220000,5,2,148000,50000,20000,0,0,0,0,0
d0870,2021,Microsoft,Redmond, WA,Data Scientist,2,General,182000,7,7,148000,17000,17000,0,0,1,0,0
d0871,2020,Nvidia,Santa Clara, CA,Data Scientist,2,ML / AI,200000,2,2,148000,52000,0,0,0,0,0,0
d0872,2019,Uber,New York, NY,Data Scientist,2,ML / AI,268000,2,2,148000,100000,20000,0,0,0,0,0
d0873,2021,Facebook,Seattle, WA,Data Scientist,2,General,250000,2,2,149000,72000,30000,1,0,0,0,0
d0874,2020,Ibm,Raleigh, NC,Data Scientist,2,ML / AI,151000,13,7,149000,1000,1000,1,0,0,0,0
d0875,2021,IBM,Colorado Springs, CO,Data Scientist,2,General,149000,20,19,149000,0,4000,0,0,0,0,0
d0876,2021,Wells Fargo,Charlotte, NC,Data Scientist,2,ML,191000,2,2,149000,0,45000,0,0,1,0,0
d0877,2020,Accenture,San Francisco, CA,Data Scientist,2,ML / AI,150000,4,1,150000,0,0,1,0,0,0,0
d0878,2020,Adobe,San Francisco, CA,Data Scientist,2,ML / AI,262000,2,2,150000,90000,22000,1,0,0,0,0
d0879,2021,Adobe,San Jose, CA,Data Scientist,2,Data Science,272000,8,3,150000,100000,23000,0,0,0,0,0
d0880,2021,Adobe,San Jose, CA,Data Scientist,2,Data Science,250000,5,4,150000,100000,0,1,0,0,0,0
d0881,2021,Amazon,Seattle, WA,Data Scientist,2,NLP,179000,2,1,150000,0,29000,1,0,0,0,0
d0882,2020,Amazon,Seattle, WA,Data Scientist,2,ML / AI,167000,2,0,150000,12000,7000,1,0,0,0,0
d0883,2020,Amazon,Seattle, WA,Data Scientist,2,ML / AI,167000,2,0,150000,10000,7000,1,0,0,0,0
d0884,2020,Amazon,Palo Alto, CA,Data Scientist,2,ML / AI,210000,4,1,150000,30000,30000,1,0,0,0,0
d0885,2018,Amazon,Seattle, WA,Data Scientist,2,ML / AI,200000,3,0,150000,105000,81000,0,0,0,0,0
d0886,2019,Amazon,Pittsburgh, PA,Data Scientist,2,ML / AI,210000,3,0,150000,5000,55000,0,0,0,0,0
d0887,2020,Amazon,Boston, MA,Data Scientist,2,ML / AI,210000,3,0.5,150000,60000,0,0,0,1,0,0
d0888,2020,Amazon,Charlotte, NC,Data Scientist,2,ML / AI,222000,2,0,150000,10000,62000,0,0,1,0,0
d0889,2020,Amazon,New York, NY,Data Scientist,2,ML / AI,220000,3,1,150000,50000,20000,1,0,0,0,0
d0890,2020,Amazon,San Diego, CA,Data Scientist,2,ML / AI,250000,5,1,150000,30000,70000,0,0,0,0,0
d0891,2020,Amazon,Seattle, WA,Data Scientist,2,ML / AI,280000,7,7,150000,130000,0,0,0,0,0,0
d0892,2018,Amazon,Seattle, WA,Data Scientist,2,ML / AI,230000,5,3,150000,80000,0,0,0,0,0,0
d0893,2020,Amazon,Seattle, WA,Data Scientist,2,ML / AI,250000,6,3,150000,90000,10000,1,0,0,0,0
d0894,2019,Amazon,San Francisco, CA,Data Scientist,2,ML / AI,300000,2,2,150000,120000,30000,0,0,0,0,0
d0895,2021,Amazon,Seattle, WA,Data Scientist,2,Machine Learning,190000,5,2,150000,40000,0,0,0,0,0,0
d0896,2021,Amazon,Arlington, VA,Data Scientist,2,Data Engineer,205000,12,0,150000,35000,20000,0,1,0,0,0
d0897,2020,Amazon,Seattle, WA,Data Scientist,2,data,215000,12,0,150000,50000,15000,0,0,0,0,0
d0898,2020,Amazon,Seattle, WA,Data Scientist,2,Data,213000,10,10,150000,50000,13000,0,1,0,0,0
d0899,2020,Amazon,Seattle, WA,Data Scientist,2,Data,215000,10,10,150000,45000,20000,0,1,0,0,0
d0900,2021,Amazon,Seattle, WA,Data Scientist,2,AWS,192000,7,1,150000,23000,20000,0,0,0,0,0
d0901,2019,Amazon,Seattle, WA,Data Scientist,2,Analytics,192000,10,1,150000,25000,17000,0,0,0,0,0
d0902,2021,Amazon,Cambridge, MA,Data Scientist,2,AI/NLP,237000,2,1,150000,62000,25000,0,0,1,0,0
d0903,2019,Amazon,Seattle, WA,Data Scientist,2,ML / AI,300000,4,1,150000,50000,100000,0,0,0,0,0
d0904,2020,Apple,Cupertino, CA,Data Scientist,2,ML / AI,208000,0,0,150000,35000,23000,0,0,1,0,0
d0905,2020,Apple,Cupertino, CA,Data Scientist,2,ML / AI,220000,1,1,150000,50000,20000,1,0,0,0,0
d0906,2021,Apple,Cupertino, CA,Data Scientist,2,ML / AI,185000,2,2,150000,25000,10000,1,0,0,0,0
d0907,2020,Apple,Cupertino, CA,Data Scientist,2,Data,185000,5,0,150000,25000,10000,0,0,0,0,0
d0908,2021,Apple,Cupertino, CA,Data Scientist,2,Data,265000,6,3,150000,100000,15000,1,0,0,0,0
d0909,2019,AT&T,New York, NY,Data Scientist,2,ML / AI,165000,3,2,150000,0,15000,0,0,0,0,0
d0910,2020,BuzzFeed,New York, NY,Data Scientist,2,Data,150000,5,4,150000,0,0,1,0,0,0,0
d0911,2021,Chime,San Francisco, CA,Data Scientist,2,Risk,295000,2,0,150000,130000,15000,1,0,0,0,0
d0912,2019,Citi,New York, NY,Data Scientist,2,ML / AI,190000,10,5,150000,0,40000,0,0,0,0,0
d0913,2020,Convoy,Seattle, WA,Data Scientist,2,Distributed Systems (Back-End),190000,15,0,150000,30000,10000,1,0,0,0,0
d0914,2020,Convoy,Seattle, WA,Data Scientist,2,Data,169000,7,1,150000,19000,0,1,0,0,0,0
d0915,2021,Dell Technologies,Austin, TX,Data Scientist,2,ML,200000,6,2,150000,10000,40000,0,0,0,0,0
d0916,2020,Expedia,Seattle, WA,Data Scientist,2,ML / AI,220000,4,4,150000,44000,26000,0,0,0,0,0
d0917,2020,Facebook,Menlo Park, CA,Data Scientist,2,Product analytics,205000,0,0,150000,40000,15000,0,0,1,0,0
d0918,2020,Facebook,Menlo Park, CA,Data Scientist,2,product,235000,5,3,150000,60000,25000,0,0,0,0,0
d0919,2021,Facebook,New York, NY,Data Scientist,2,Product,200000,6,1,150000,40000,10000,1,0,0,0,0
d0920,2019,Facebook,Menlo Park, CA,Data Scientist,2,Other,203000,0,0,150000,38000,15000,0,0,1,0,0
d0921,2019,Facebook,Menlo Park, CA,Data Scientist,2,ML / AI,240000,3,0,150000,75000,15000,0,0,0,0,0
d0922,2020,Facebook,San Francisco, CA,Data Scientist,2,ML / AI,200000,2,2,150000,40000,10000,1,0,0,0,0
d0923,2020,Facebook,Menlo Park, CA,Data Scientist,2,ML / AI,220000,5,0,150000,50000,20000,1,0,0,0,0
d0924,2018,Facebook,Menlo Park, CA,Data Scientist,2,Infrastructure,200000,5,0.25,150000,35000,15000,0,0,0,0,0
d0925,2019,Facebook,Menlo Park, CA,Data Scientist,2,Infra,202000,0,0.25,150000,37000,15000,0,0,0,0,0
d0926,2020,Facebook,Menlo Park, CA,Data Scientist,2,Infra,210000,0,0,150000,35000,25000,0,0,1,0,0
d0927,2021,Facebook,Chicago, IL,Data Scientist,2,General,165000,4,1,150000,5000,10000,0,0,0,0,0
d0928,2021,Facebook,Seattle, WA,Data Scientist,2,General,210000,2,0,150000,45000,15000,1,0,0,0,0
d0929,2020,Facebook,Menlo Park, CA,Data Scientist,2,Data scientist,200000,3,0,150000,37000,10000,1,0,0,0,0
d0930,2019,Facebook,Menlo Park, CA,Data Scientist,2,Data Exploration,190000,1,0,150000,40000,0,0,0,0,0,0
d0931,2020,Facebook,New York, NY,Data Scientist,2,Data Engineering,205000,2,1,150000,40000,15000,1,0,0,0,0
d0932,2020,Facebook,Menlo Park, CA,Data Scientist,2,Data,290000,4,1,150000,100000,40000,0,1,0,0,0
d0933,2020,Facebook,San Francisco, CA,Data Scientist,2,Data,225000,7,3,150000,55000,20000,0,1,0,0,0
d0934,2019,Facebook,Menlo Park, CA,Data Scientist,2,Core Data Science,225000,0,0,150000,60000,15000,0,0,0,0,0
d0935,2019,Facebook,Menlo Park, CA,Data Scientist,2,Analytics,206000,4,1,150000,41000,15000,0,0,0,0,0
d0936,2019,Facebook,Menlo Park, CA,Data Scientist,2,Analytics,210000,4,1,150000,30000,30000,0,0,0,0,0
d0937,2021,Facebook,Seattle, WA,Data Scientist,2,Analytics,210000,2,0,150000,45000,15000,0,1,0,0,0
d0938,2021,Fidelity Investments,Boston, MA,Data Scientist,2,Data scientist,200000,8,2,150000,10000,40000,0,0,0,0,0
d0939,2019,Genentech,South San Francisco, CA,Data Scientist,2,ML / AI,180000,2,2,150000,5000,25000,0,0,0,0,0
d0940,2020,Genentech,San Francisco, CA,Data Scientist,2,ML / AI,189000,5,0,150000,18000,21000,0,0,1,0,0
d0941,2020,Genentech,South San Francisco, CA,Data Scientist,2,Full Stack,183000,2,2,150000,15000,18000,0,0,0,0,0
d0942,2021,Genentech,San Francisco, CA,Data Scientist,2,Bioinformatics,192000,10,7,150000,21000,21000,0,0,0,0,0
d0943,2021,GoDaddy,Seattle, WA,Data Scientist,2,modeling,198000,11,4,150000,25000,23000,0,0,0,0,0
d0944,2020,Google,Mountain View, CA,Data Scientist,2,Production,250000,2,2,150000,75000,25000,0,0,1,0,0
d0945,2021,Google,Seattle, WA,Data Scientist,2,Product,455000,8,3,150000,280000,25000,0,1,0,0,0
d0946,2020,Google,San Francisco, CA,Data Scientist,2,ML / AI,220000,5,1,150000,55000,15000,1,0,0,0,0
d0947,2019,Google,Sunnyvale, CA,Data Scientist,2,iOS,270000,5,1,150000,100000,20000,0,0,0,0,0
d0948,2021,Google,San Francisco, CA,Data Scientist,2,data analyst,175000,2,1,150000,20000,5000,0,0,0,0,0
d0949,2018,GrubHub,New York, NY,Data Scientist,2,ML / AI,187000,4,1,150000,145000,10000,0,0,0,0,0
d0950,2021,Indeed,Seattle, WA,Data Scientist,2,Data,190000,5,0,150000,20000,20000,0,0,0,0,0
d0951,2020,Intel,Hillsboro, OR,Data Scientist,2,Full Stack,200000,9,9,150000,40000,10000,0,0,0,0,0
d0952,2020,Intuit,Mountain View, CA,Data Scientist,2,Analytics,198000,6,2,150000,30000,18000,1,0,0,0,0
d0953,2019,Iterable,San Francisco, CA,Data Scientist,2,ML / AI,150000,0,0,150000,0,0,1,0,0,0,0
d0954,2020,LinkedIn,Sunnyvale, CA,Data Scientist,2,Data,250000,8,6,150000,85000,15000,0,0,0,0,0
d0955,2020,Lowe's,Charlotte, NC,Data Scientist,2,Security,250000,10,5,150000,50000,50000,0,0,0,0,0
d0956,2021,Lyft,San Francisco, CA,Data Scientist,2,Decisions,260000,4,1,150000,110000,0,0,0,0,0,0
d0957,2019,Lyft,San Francisco, CA,Data Scientist,2,Data Science,280000,4,2,150000,130000,0,0,0,0,0,0
d0958,2020,Lyft,San Francisco, CA,Data Scientist,2,Analytics,302000,3,1,150000,152000,0,0,0,0,0,0
d0959,2020,McKinsey,New York, NY,Data Scientist,2,Data,200000,6,2,150000,25000,25000,0,0,0,0,0
d0960,2018,Microsoft,Redmond, WA,Data Scientist,2,ML / AI,190000,4,3,150000,22000,18000,0,0,0,0,0
d0961,2020,Microsoft,Redmond, WA,Data Scientist,2,ML / AI,230000,4,0,150000,38000,42000,1,0,0,0,0
d0962,2019,Microsoft,Redmond, WA,Data Scientist,2,ML / AI,260000,5,5,150000,90000,20000,0,0,0,0,0
d0963,2021,Microsoft,Seattle, WA,Data Scientist,2,E + D,200000,4,4,150000,30000,20000,0,0,0,0,0
d0964,2020,Microsoft,Bellevue, WA,Data Scientist,2,Data science,220000,4,2,150000,60000,10000,0,0,1,0,0
d0965,2020,Morgan Stanley,New York, NY,Data Scientist,2,Web Development (Front-End),190000,4,4,150000,0,40000,0,0,0,0,0
d0966,2020,Nvidia,Santa Clara, CA,Data Scientist,2,ML / AI,175000,2,2,150000,25000,0,1,0,0,0,0
d0967,2021,Oracle,Los Angeles, CA,Data Scientist,2,Machine Learning,205000,3,3,150000,45000,10000,0,0,0,0,0
d0968,2020,PayPal,San Jose, CA,Data Scientist,2,Data Scientist,230000,10,3,150000,65000,15000,1,0,0,0,0
d0969,2018,PayPal,San Jose, CA,Data Scientist,2,data,220000,7,2.5,150000,50000,20000,0,0,0,0,0
d0970,2021,Sophos,Portland, OR,Data Scientist,2,Deep Learning,165000,7,4,150000,0,15000,0,1,0,0,0
d0971,2020,Sophos,Portland, OR,Data Scientist,2,Data,165000,7,4,150000,0,15000,0,1,0,0,0
d0972,2020,Spotify,New York, NY,Data Scientist,2,Data,188000,6,1,150000,38000,0,1,0,0,0,0
d0973,2019,Spotify,New York, NY,Data Scientist,2,Analytics,160000,3,1,150000,10000,0,0,0,0,0,0
d0974,2020,Square,San Francisco, CA,Data Scientist,2,Data,200000,4,0,150000,50000,0,0,0,0,0,0
d0975,2020,Turo,San Francisco, CA,Data Scientist,2,ML / AI,150000,2,2,150000,0,0,1,0,0,0,0
d0976,2019,Twitter,San Francisco, CA,Data Scientist,2,ML / AI,232000,2,1,150000,60000,22000,0,0,0,0,0
d0977,2019,Uber,San Francisco, CA,Data Scientist,2,ML / AI,220000,1,1,150000,60000,10000,0,0,0,0,0
d0978,2019,Uber,San Francisco, CA,Data Scientist,2,ML / AI,265000,3,3,150000,100000,15000,0,0,0,0,0
d0979,2021,Uber,San Francisco, CA,Data Scientist,2,General,260000,5,4,150000,100000,10000,0,0,0,0,0
d0980,2021,Uber,San Francisco, CA,Data Scientist,2,General,245000,1,1,150000,70000,25000,0,0,1,0,0
d0981,2021,Uber,San Francisco, CA,Data Scientist,2,General,259000,2,2,150000,79000,30000,0,0,0,0,0
d0982,2021,Uber,San Francisco, CA,Data Scientist,2,Economics,280000,4,3,150000,110000,15000,0,0,0,0,0
