,Year,Company,City,State,Title,Salary Level,Area,Total Annual Compensation,Years of Experience,Years at Company,Base Salary,Stock Grant Value,Bonus,Masters Degree,Bachelors Degree,Doctorate Degree,Highschool,Some College
227,2020,Workhuman,Boston, MA,Business Analyst,2,Analytic,110000,5,0.0,100000,0,10000,0,1,0,0,0
228,2020,3M,Saint Paul, MN,Business Analyst,2,Analytics,107000,5,5.0,101000,0,6000,0,0,0,0,0
229,2021,Adobe,New York, NY,Business Analyst,2,General,126000,6,3.0,101000,15000,10000,0,1,0,0,0
230,2020,Cisco,San Jose, CA,Business Analyst,2,Operations,124000,5,5.0,101000,8000,15000,0,1,0,0,0
231,2020,Expedia,Seattle, WA,Business Analyst,2,Distributed Systems (Back-End),118000,4,2.0,101000,5000,12000,0,1,0,0,0
232,2020,Tata Consultancy Services,Santa Clara, CA,Business Analyst,2,Supply Chain Management,101000,10,10.0,101000,0,0,0,1,0,0,0
233,2021,2U,Brooklyn, NY,Business Analyst,2,General,109000,5,3.0,102000,0,7000,0,1,0,0,0
234,2021,Autodesk,San Francisco, CA,Business Analyst,2,DES,120000,13,4.0,102000,5000,12000,0,0,0,0,0
235,2020,Bloomberg,New York, NY,Business Analyst,2,Analytic,107000,2,2.0,102000,0,6000,0,0,0,0,0
236,2020,ABB,Oxford, MS,Business Analyst,2,Sales Strategy,115000,6,6.0,103000,0,12000,0,1,0,0,0
237,2020,amgen,Thousand Oaks, CA,Business Analyst,2,Production,123000,12,5.0,103000,10000,10000,1,0,0,0,0
238,2021,Capital One,Vienna, VA,Business Analyst,2,Data Analytics,110000,3,1.0,103000,2000,5000,0,0,0,0,0
239,2020,Capital One,Washington, DC,Business Analyst,2,Data,110000,1,1.0,103000,0,7000,0,0,0,0,0
240,2021,Microsoft,Redmond, WA,Business Analyst,2,Finance,120000,5,5.0,104000,7000,10000,0,1,0,0,0
241,2021,Amazon,Seattle, WA,Business Analyst,2,Sales,115000,6,1.0,105000,10000,0,0,0,0,0,0
242,2020,Amazon,Seattle, WA,Business Analyst,2,Product,128000,5,1.0,105000,13000,8000,1,0,0,0,0
243,2021,Amazon,Seattle, WA,Business Analyst,2,,133000,5,1.0,105000,3000,25000,0,1,0,0,0
244,2019,Amazon,Seattle, WA,Business Analyst,2,Business Analyst,121000,4,0.3,105000,1000,17000,1,0,0,0,0
245,2021,Amazon,Seattle, WA,Business Analyst,2,Analytic,131000,3,0.0,105000,12000,10000,1,0,0,0,0
246,2020,Charles Schwab,Dallas, TX,Business Analyst,2,Data,100000,8,0.0,105000,0,0,0,0,0,0,0
247,2020,Cisco Systems,San Jose, CA,Business Analyst,2,DevOps,115000,6,6.0,105000,0,14000,0,0,0,0,0
248,2020,Citi,Tampa, FL,Business Analyst,2,Operations,105000,5,0.0,105000,0,0,1,0,0,0,0
249,2021,Facebook,Sunnyvale, CA,Business Analyst,2,Operations,120000,4,4.0,105000,5000,10000,0,1,0,0,0
250,2021,Facebook,New York, NY,Business Analyst,2,General,140000,3,3.0,105000,10000,25000,0,1,0,0,0
251,2020,LendingTree,San Mateo, CA,Business Analyst,2,Analytic,131000,2,2.0,105000,15000,11000,0,0,0,0,0
252,2020,Raytheon,Los Angeles, CA,Business Analyst,2,Finance,115000,6,1.0,105000,0,10000,0,0,0,0,0
253,2021,Tesla,Fremont, CA,Business Analyst,2,General,115000,3,1.0,105000,10000,0,0,0,0,0,0
254,2021,Twitter,Atlanta, GA,Business Analyst,2,Finance,133000,3,0.0,105000,13000,15000,0,0,0,0,0
255,2021,ZS Associates,San Francisco, CA,Business Analyst,2,General,105000,2,0.0,105000,0,5000,1,0,0,0,0
256,2020,Google,Redwood City, CA,Business Analyst,2,finance,150000,4,1.0,106000,29000,16000,0,1,0,0,0
257,2021,Salesforce,San Francisco, CA,Business Analyst,2,General,118000,5,3.0,107000,0,11000,0,1,0,0,0
258,2020,Verizon,New York Mills, NY,Business Analyst,2,Data,128000,4,4.0,107000,6000,15000,0,1,0,0,0
259,2021,Amazon,San Francisco, CA,Business Analyst,2,Data,133000,10,1.0,108000,18000,8000,0,1,0,0,0
260,2020,Capital One,Fairfax, VA,Business Analyst,2,Analytic,123000,2,0.0,108000,0,15000,0,1,0,0,0
261,2020,Samsara,San Francisco, CA,Business Analyst,2,Operations,126000,2,0.0,108000,6000,12000,0,0,0,0,0
262,2020,Synchrony,Chicago, IL,Business Analyst,2,Growth,125000,5,5.0,108000,0,17000,0,1,0,0,0
263,2021,Wayfair,Boston, MA,Business Analyst,2,Business Intelligence,124000,2,2.0,108000,5000,11000,1,0,0,0,0
264,2020,Oracle,Broomfield, CO,Business Analyst,2,Operations,119000,11,4.0,109000,10000,0,0,1,0,0,0
265,2020,Amazon,Seattle, WA,Business Analyst,2,Data,120000,4,1.0,110000,10000,0,0,0,0,0,0
266,2020,Amazon,Seattle, WA,Business Analyst,2,Data,143000,3,3.0,110000,33000,0,0,0,0,0,0
267,2020,Amazon,San Francisco, CA,Business Analyst,2,Android,150000,1,0.0,110000,40000,0,0,0,0,0,0
268,2020,Amazon,Seattle, WA,Business Analyst,2,Analytic,132000,4,2.0,110000,12000,10000,0,1,0,0,0
269,2020,Amazon,Seattle, WA,Business Analyst,2,Analytic,193000,6,4.0,110000,75000,8000,1,0,0,0,0
270,2021,ASML,Wilton, CT,Business Analyst,2,General,128000,5,2.0,110000,0,18000,1,0,0,0,0
271,2020,Boston Consulting Group,Atlanta, GA,Business Analyst,2,Internal Products,132000,6,2.0,110000,11000,11000,1,0,0,0,0
272,2020,Capital One,Washington, DC,Business Analyst,2,Credit Analysis,115000,4,2.0,110000,0,5000,1,0,0,0,0
273,2021,Citi,New York, NY,Business Analyst,2,finance,130000,6,6.0,110000,0,20000,0,0,0,0,0
274,2021,Discover Financial Services,Chicago, IL,Business Analyst,2,Credit Risk,110000,3,3.0,110000,0,0,0,0,0,0,0
275,2021,LinkedIn,New York, NY,Business Analyst,2,Advertising,141000,3,1.0,110000,20000,11000,0,0,0,0,0
276,2021,Microsoft,Seattle, WA,Business Analyst,2,Cloud / AI,124000,3,0.0,110000,6000,8000,0,0,0,0,0
277,2021,Morgan Stanley,New York, NY,Business Analyst,2,Analytic,130000,0,0.0,110000,0,20000,0,1,0,0,0
278,2020,Postmates,San Francisco, CA,Business Analyst,2,Product,115000,2,1.0,110000,1000,0,0,0,0,0,0
279,2021,Salesforce,San Francisco, CA,Business Analyst,2,Operations,120000,2,1.0,110000,0,10000,0,0,0,0,0
280,2020,Sephora,San Francisco, CA,Business Analyst,2,Analytic,121000,2,2.0,110000,0,11000,0,1,0,0,0
281,2020,Square,New York, NY,Business Analyst,2,Operations,129000,2,0.0,110000,14000,5000,0,1,0,0,0
282,2020,Twitter,San Francisco, CA,Business Analyst,2,Analytic,130000,5,1.0,110000,10000,10000,0,0,0,0,0
283,2020,Uber,Pittsburgh, PA,Business Analyst,2,Production,155000,4,1.0,110000,35000,10000,1,0,0,0,0
284,2020,Wayfair,Boston, MA,Business Analyst,2,Operations,120000,4,3.0,110000,3000,10000,0,0,1,0,0
285,2021,Western Digital,San Jose, CA,Business Analyst,2,General,137000,4,4.0,110000,14000,13000,1,0,0,0,0
286,2020,Workday,Pleasanton, CA,Business Analyst,2,Production,130000,6,1.0,110000,10000,10000,0,1,0,0,0
287,2020,Zoominfo,Portland, OR,Business Analyst,2,Analytic,110000,7,1.0,110000,0,0,0,0,0,0,0
288,2021,Capital One,Washington, DC,Business Analyst,2,General,118000,6,1.0,112000,0,6000,1,0,0,0,0
289,2020,Fractal Analytics,San Francisco, CA,Business Analyst,2,Data,122000,8,2.0,112000,0,10000,0,1,0,0,0
290,2021,Google,Mountain View, CA,Business Analyst,2,Business Intelligence,159000,5,3.0,112000,25000,22000,0,1,0,0,0
291,2020,Starbucks,Seattle, WA,Business Analyst,2,Finance,125000,4,3.0,113000,4000,11000,0,0,0,0,0
292,2020,Accenture,Washington, DC,Business Analyst,2,Product,120000,4,3.0,115000,1000,4000,0,1,0,0,0
293,2021,Amazon,Seattle, WA,Business Analyst,2,Product,135000,4,2.0,115000,10000,10000,1,0,0,0,0
294,2021,Amazon,Los Angeles, CA,Business Analyst,2,Driving data Recommendations,145000,3,3.0,115000,30000,0,0,1,0,0,0
295,2020,Amazon,Palo Alto, CA,Business Analyst,2,Data,135000,3,1.0,115000,3000,18000,0,1,0,0,0
296,2020,Apple,Cupertino, CA,Business Analyst,2,Growth,165000,2,0.0,115000,25000,25000,0,1,0,0,0
297,2020,applied materials,Santa Clara, CA,Business Analyst,2,Data,135000,5,1.0,115000,20000,5000,1,0,0,0,0
298,2021,Bridgewater Associates,Westport, CT,Business Analyst,2,General,155000,2,2.0,115000,0,40000,0,0,0,0,0
299,2020,jp morgan,Dallas, TX,Business Analyst,2,Infrastructure,115000,8,0.0,115000,0,0,1,0,0,0,0
300,2021,JPMorgan Chase,Wilmington, DE,Business Analyst,2,Analytics,123000,5,2.0,115000,0,8000,1,0,0,0,0
301,2020,McKinsey,Redwood City, CA,Business Analyst,2,Operations,165000,2,2.0,115000,0,50000,1,0,0,0,0
302,2021,McKinsey,Chicago, IL,Business Analyst,2,general,140000,2,0.0,115000,10000,15000,0,1,0,0,0
303,2021,Morgan Stanley,New York, NY,Business Analyst,2,Finance Controller,115000,3,1.0,115000,0,0,0,1,0,0,0
304,2020,Postmates,San Francisco, CA,Business Analyst,2,Data,115000,4,2.0,115000,0,0,0,0,0,0,0
305,2021,Slack,San Francisco, CA,Business Analyst,2,General,170000,5,4.0,115000,40000,15000,0,0,0,0,0
306,2020,Tesla,Fremont, CA,Business Analyst,2,Operations,200000,6,3.0,115000,70000,15000,0,0,0,0,0
307,2021,Uber,San Francisco, CA,Business Analyst,2,Marketing,150000,4,0.0,115000,13000,23000,1,0,0,0,0
308,2020,Unity Technologies,San Francisco, CA,Business Analyst,2,Operations,155000,4,2.0,115000,40000,0,0,0,0,0,0
309,2020,Accenture,Portland, OR,Business Analyst,2,Production,120000,13,8.0,116000,0,4000,0,1,0,0,0
310,2021,Amazon,Seattle, WA,Business Analyst,2,Data Engineering,217000,7,4.0,117000,100000,0,1,0,0,0,0
311,2021,Deloitte,Hermitage, TN,Business Analyst,2,Operations,120000,20,7.0,117000,0,3000,1,0,0,0,0
312,2021,General Motors,Detroit, MI,Business Analyst,2,General,131000,20,6.0,117000,0,14000,0,1,0,0,0
313,2021,Oracle,Redwood City, CA,Business Analyst,2,Finance,118000,6,0.0,118000,0,0,0,1,0,0,0
314,2021,Patreon,San Francisco, CA,Business Analyst,2,Strategic Finance,135000,3,1.0,118000,17000,0,0,1,0,0,0
315,2021,ServiceNow,Santa Clara, CA,Business Analyst,2,General,150000,5,2.0,118000,20000,12000,0,1,0,0,0
316,2020,Ticketmaster,Chicago, IL,Business Analyst,2,Analytic,118000,6,3.0,118000,0,0,0,1,0,0,0
317,2021,Adobe,San Francisco, CA,Business Analyst,2,Operations,152000,10,10.0,120000,10000,22000,0,1,0,0,0
318,2020,Amazon,Seattle, WA,Business Analyst,2,Internal,180000,7,1.0,120000,30000,30000,0,0,0,0,0
319,2020,Amazon,Seattle, WA,Business Analyst,2,Data analytics,160000,9,3.0,120000,40000,0,1,0,0,0,0
320,2020,Amazon,Arizona City, AZ,Business Analyst,2,Data,170000,11,2.0,120000,50000,0,1,0,0,0,0
321,2020,Boeing,Seattle, WA,Business Analyst,2,Product,120000,6,6.0,120000,0,2000,1,0,0,0,0
322,2020,Cisco,Milpitas, CA,Business Analyst,2,Analytic,133000,7,4.0,120000,0,13000,0,0,0,0,0
323,2020,Electronic Arts,Redwood City, CA,Business Analyst,2,Analytic,150000,6,3.0,120000,13000,18000,1,0,0,0,0
324,2020,Google,Sunnyvale, CA,Business Analyst,2,Operations,190000,6,2.0,120000,50000,20000,0,0,0,0,0
325,2020,Hulu,Los Angeles, CA,Business Analyst,2,Analysis,160000,5,3.0,120000,15000,25000,0,0,0,0,0
326,2021,Moody's,New York, NY,Business Analyst,2,general,130000,5,5.0,120000,0,10000,0,0,0,0,0
327,2021,Procter & Gamble,Minneapolis, MN,Business Analyst,2,Growth,128000,15,1.0,120000,0,8000,0,1,0,0,0
328,2020,Toyota USA,Dallas, TX,Business Analyst,2,Growth,180000,12,0.0,120000,0,60000,1,0,0,0,0
329,2021,Upwork,Chicago, IL,Business Analyst,2,Data,155000,2,0.0,120000,21000,14000,0,0,0,0,0
330,2021,Wells Fargo,Chicago, IL,Business Analyst,2,Operations,144000,10,10.0,120000,0,24000,0,0,0,0,0
331,2021,Amazon,Seattle, WA,Business Analyst,2,General,164000,6,1.0,121000,28000,15000,0,0,0,0,0
332,2021,Google,Sunnyvale, CA,Business Analyst,2,Data Analytics,130000,3,1.0,121000,0,9000,1,0,0,0,0
333,2020,ZS Associates,San Mateo, CA,Business Analyst,2,Data,131000,6,2.0,121000,0,10000,0,0,0,0,0
334,2020,Amazon,Washington, DC,Business Analyst,2,Operations,144000,3,0.0,122000,22000,0,1,0,0,0,0
335,2021,Facebook,Menlo Park, CA,Business Analyst,2,General,160000,6,2.0,122000,26000,12000,0,1,0,0,0
336,2020,Walmart,San Francisco, CA,Business Analyst,2,Data,151000,2,1.0,122000,5000,24000,1,0,0,0,0
337,2021,S&P Global,New York, NY,Business Analyst,2,Credit Analyst,153000,4,4.0,123000,0,30000,0,1,0,0,0
338,2020,The Home Depot,Austin, TX,Business Analyst,2,Production,140000,20,5.0,123000,13000,4000,0,1,0,0,0
339,2020,Verizon Media,Dulles, VA,Business Analyst,2,Analytic,145000,5,1.0,124000,0,19000,0,1,0,0,0
340,2020,Airbnb,San Francisco, CA,Business Analyst,2,Analytic,175000,5,2.0,125000,50000,0,0,0,0,0,0
341,2021,Amazon,Seattle, WA,Business Analyst,2,Operations,150000,11,1.0,125000,15000,10000,0,0,0,0,0
342,2021,Amazon,San Francisco, CA,Business Analyst,2,Data Analyst,145000,7,2.0,125000,15000,0,1,0,0,0,0
343,2020,Amazon,Seattle, WA,Business Analyst,2,Data,178000,8,1.0,125000,30000,23000,1,0,0,0,0
344,2020,Amazon,Seattle, WA,Business Analyst,2,AWS,178000,9,0.0,125000,30000,23000,0,0,0,0,0
345,2021,Amazon,Seattle, WA,Business Analyst,2,Alexa,160000,8,2.0,125000,35000,0,1,0,0,0,0
346,2021,eBay,San Jose, CA,Business Analyst,2,Finance,138000,4,1.0,125000,0,13000,1,0,0,0,0
347,2020,eBay,San Jose, CA,Business Analyst,2,Analytic,143000,4,0.0,125000,0,13000,1,0,0,0,0
348,2021,JP Morgan Chase,Jersey City, NJ,Business Analyst,2,Internal,139000,10,2.0,125000,0,14000,0,1,0,0,0
349,2021,JPMorgan Chase,New York, NY,Business Analyst,2,General,190000,5,5.0,125000,7000,59000,1,0,0,0,0
350,2020,Klarna,New York, NY,Business Analyst,2,Operations,150000,2,1.0,125000,0,25000,0,1,0,0,0
351,2020,LinkedIn,San Francisco, CA,Business Analyst,2,Data,164000,5,3.0,125000,26000,13000,1,0,0,0,0
352,2020,Pinterest,New York, NY,Business Analyst,2,Data,152000,5,3.0,125000,25000,2000,0,0,0,0,0
353,2021,Amazon,Seattle, WA,Business Analyst,2,General,140000,2,2.0,126000,14000,0,0,0,0,0,0
354,2021,Amazon,Seattle, WA,Business Analyst,2,Data Engineer,199000,5,3.0,126000,73000,0,1,0,0,0,0
355,2021,Bank of America,Charlotte, NC,Business Analyst,2,General,142000,13,1.0,128000,9000,5000,1,0,0,0,0
356,2021,Capital One,New York, NY,Business Analyst,2,General,135000,5,4.0,128000,0,8000,0,0,0,0,0
357,2020,Amazon,Seattle, WA,Business Analyst,2,Business Intelligence Engineer,152000,5,1.0,129000,3000,20000,1,0,0,0,0
358,2020,Expedia,San Francisco, CA,Business Analyst,2,Analytic,142000,8,5.0,129000,0,13000,1,0,0,0,0
359,2020,Oracle,Redwood City, CA,Business Analyst,2,Product,129000,10,10.0,129000,0,0,1,0,0,0,0
360,2020,Amazon,Seattle, WA,Business Analyst,2,Operations,130000,5,0.0,130000,0,0,0,0,0,0,0
361,2021,Booz Allen Hamilton,Washington, DC,Business Analyst,2,Analytic,130000,7,3.0,130000,0,1000,1,0,0,0,0
362,2021,DoorDash,New York, NY,Business Analyst,2,Sales Strategy & Operations,155000,4,0.0,130000,25000,0,0,1,0,0,0
363,2021,Facebook,Austin, TX,Business Analyst,2,General,158000,3,0.0,130000,15000,13000,1,0,0,0,0
364,2020,Facebook,San Francisco, CA,Business Analyst,2,Data,150000,1,1.0,130000,20000,0,0,0,0,0,0
365,2021,Google,Mountain View, CA,Business Analyst,2,Business Intelligence,180000,6,2.0,130000,30000,20000,0,0,1,0,0
366,2020,Google,San Francisco, CA,Business Analyst,2,Analytic,250000,9,1.0,130000,40000,80000,0,0,0,0,0
367,2020,IBM,New York, NY,Business Analyst,2,Finance,130000,10,1.0,130000,0,0,1,0,0,0,0
368,2020,LinkedIn,San Francisco, CA,Business Analyst,2,Sales Insights,193000,7,7.0,130000,50000,13000,0,1,0,0,0
369,2020,linkedin,San Francisco, CA,Business Analyst,2,Analytic,165000,7,3.0,130000,20000,11000,0,0,0,0,0
370,2020,Microsoft,Seattle, WA,Business Analyst,2,finance,150000,10,7.0,130000,9000,11000,0,0,0,0,0
371,2020,Microsoft,Seattle, WA,Business Analyst,2,Analytic,155000,4,2.0,130000,9000,17000,0,0,0,0,0
372,2021,Nutanix,San Jose, CA,Business Analyst,2,Sales Operations,150000,5,0.0,130000,20000,0,0,0,0,0,0
373,2020,PayPal,San Jose, CA,Business Analyst,2,Analytic,175000,6,3.0,130000,40000,1000,0,1,0,0,0
374,2020,ServiceNow,Santa Clara, CA,Business Analyst,2,Business Analysis,169000,10,2.0,130000,19000,20000,0,1,0,0,0
375,2020,Uber,San Francisco, CA,Business Analyst,2,Data,160000,4,2.0,130000,15000,15000,0,0,0,0,0
376,2021,walmart,San Bruno, CA,Business Analyst,2,general,180000,5,2.0,130000,25000,25000,0,0,0,0,0
377,2021,Astrazeneca,Gaithersburg, MD,Business Analyst,2,Operations,173000,10,3.0,131000,10000,32000,1,0,0,0,0
378,2021,Astrazeneca,Gaithersburg, MD,Business Analyst,2,Operations,173000,11,4.0,131000,10000,32000,1,0,0,0,0
379,2021,Astrazeneca,Gaithersburg, MD,Business Analyst,2,General,170000,10,4.0,131000,8000,30000,1,0,0,0,0
380,2020,Dell Technologies,Austin, TX,Business Analyst,2,Operations,151000,10,4.0,131000,0,20000,0,0,0,0,0
381,2020,Scribd,San Francisco, CA,Business Analyst,2,Product,131000,3,1.0,131000,2000,0,0,1,0,0,0
382,2021,Google,Sunnyvale, CA,Business Analyst,2,Sales operations,173000,5,1.0,132000,21000,20000,0,1,0,0,0
383,2021,Google,Mountain View, CA,Business Analyst,2,sales,199000,7,2.0,134000,38000,27000,0,1,0,0,0
384,2020,Amazon,Seattle, WA,Business Analyst,2,API Development (Back-End),160000,15,5.0,135000,15000,10000,0,0,0,0,0
385,2020,Dropbox,San Francisco, CA,Business Analyst,2,Product,165000,3,1.0,135000,20000,10000,1,0,0,0,0
386,2020,Exxonmobil,Houston, TX,Business Analyst,2,Analytic,135000,10,2.0,135000,0,0,0,0,0,0,0
387,2021,Godaddy,Kirkland, WA,Business Analyst,2,Marketing,169000,7,2.0,135000,20000,14000,0,0,0,0,0
388,2021,Google,Redwood City, CA,Business Analyst,2,Sales Ops,193000,3,0.0,135000,38000,20000,1,0,0,0,0
389,2020,Google,New York, NY,Business Analyst,2,Analyst,256000,8,2.0,135000,81000,40000,0,0,0,0,0
390,2021,AWS,Seattle, WA,Business Analyst,2,Product,170000,6,2.0,136000,35000,0,0,0,0,0,0
391,2020,SAP,Palo Alto, CA,Business Analyst,2,SAP,200000,10,1.0,136000,50000,14000,0,0,0,0,0
392,2021,Amazon,Boston, MA,Business Analyst,2,HR,296000,5,0.0,137000,14000,145000,0,0,0,0,0
393,2020,Google,Mountain View, CA,Business Analyst,2,Analytic,190000,6,1.0,137000,33000,21000,0,1,0,0,0
394,2020,Google,San Francisco, CA,Business Analyst,2,Analytic,258000,9,1.0,137000,40000,82000,0,0,0,0,0
395,2020,Cadence,San Jose, CA,Business Analyst,2,Security,138000,2,2.0,138000,0,0,0,0,0,0,0
396,2021,Facebook,Washington, DC,Business Analyst,2,Human Resources,172000,5,2.0,138000,20000,14000,0,1,0,0,0
397,2020,Facebook,New York, NY,Business Analyst,2,Data,167000,9,1.0,139000,14000,14000,0,1,0,0,0
398,2020,Airbnb,Portland, OR,Business Analyst,2,Data,200000,6,2.0,140000,60000,0,1,0,0,0,0
399,2021,Amazon,Seattle, WA,Business Analyst,2,General,208000,8,4.0,140000,68000,0,0,0,0,0,0
400,2021,Apple,Cupertino, CA,Business Analyst,2,Retail Finance,190000,6,2.0,140000,40000,15000,0,0,0,0,0
401,2020,Apple,Cupertino, CA,Business Analyst,2,Operations,191000,8,1.0,140000,26000,25000,0,1,0,0,0
402,2021,Boeing,Seattle, WA,Business Analyst,2,Financial Analyst,140000,16,16.0,140000,0,0,0,0,0,0,0
403,2020,Google,Mountain View, CA,Business Analyst,2,Product,200000,8,2.0,140000,38000,22000,0,0,0,0,0
404,2020,Google,Mountain View, CA,Business Analyst,2,Mobile (iOS + Android),170000,6,2.0,140000,25000,5000,0,0,0,0,0
405,2021,Google,Redwood City, CA,Business Analyst,2,General,191000,4,1.0,140000,31000,21000,0,1,0,0,0
406,2020,Google,San Francisco, CA,Business Analyst,2,Android,200000,5,2.0,140000,40000,20000,0,0,0,0,0
407,2020,Intel,Portland, OR,Business Analyst,2,Finance,198000,23,21.0,140000,15000,43000,1,0,0,0,0
408,2020,Intuit,Mountain View, CA,Business Analyst,2,Big Data,190000,3,0.0,140000,20000,30000,0,1,0,0,0
409,2021,Priceline,Norwalk, CT,Business Analyst,2,Analytics,161000,9,4.0,140000,0,21000,1,0,0,0,0
410,2021,RingCentral,San Francisco, CA,Business Analyst,2,Sfdc,170000,12,2.0,140000,20000,10000,0,1,0,0,0
411,2020,Square,San Francisco, CA,Business Analyst,2,Operations,165000,7,0.0,140000,25000,0,0,0,0,0,0
412,2021,Twitter,San Francisco, CA,Business Analyst,2,Business Analyst,185000,2,0.0,140000,20000,20000,0,0,0,0,0
413,2021,Twitter,San Francisco, CA,Business Analyst,2,Analytics,185000,3,0.0,140000,20000,25000,1,0,0,0,0
414,2020,Walmart,San Bruno, CA,Business Analyst,2,Analytic,210000,8,5.0,140000,40000,30000,0,0,0,0,0
415,2021,Amazon,Seattle, WA,Business Analyst,2,Product,222000,12,2.0,142000,40000,45000,0,1,0,0,0
416,2020,McKesson,Irving, TX,Business Analyst,2,Analytic,172000,10,2.0,142000,4000,25000,0,0,0,0,0
417,2021,Uber,San Francisco, CA,Business Analyst,2,Core Analytics,181000,5,0.0,142000,24000,14000,1,0,0,0,0
418,2020,Google,Seattle, WA,Business Analyst,2,Data,143000,4,2.0,143000,0,3000,0,0,0,0,0
419,2021,Facebook,Los Angeles, CA,Business Analyst,2,Data,196000,9,1.0,144000,36000,16000,0,0,0,0,0
420,2020,LinkedIn,San Francisco, CA,Business Analyst,2,Data,215000,7,7.0,144000,50000,21000,0,0,0,0,0
421,2020,Amazon,Seattle, WA,Business Analyst,2,Infrastructure,185000,8,0.0,145000,3000,40000,0,0,0,0,0
422,2020,Amazon,Seattle, WA,Business Analyst,2,Data,230000,8,0.0,145000,45000,45000,0,0,0,0,0
423,2020,Amazon,Seattle, WA,Business Analyst,2,Data,230000,8,0.0,145000,45000,45000,0,0,0,0,0
424,2020,Datadog,San Francisco, CA,Business Analyst,2,Operations,161000,4,1.0,145000,16000,0,0,0,0,0,0
425,2020,Facebook,Austin, TX,Business Analyst,2,Data,195000,5,0.0,145000,28000,22000,0,0,0,0,0
426,2020,Google,Mountain View, CA,Business Analyst,2,Analytic,250000,6,6.0,145000,80000,25000,0,1,0,0,0
427,2021,T-Mobile,Bellevue, WA,Business Analyst,2,Business Analysis,190000,8,2.0,145000,15000,30000,0,0,0,0,0
428,2021,Udemy,San Francisco, CA,Business Analyst,2,Partnerships,175000,10,1.0,145000,10000,20000,0,0,0,0,0
429,2021,Adobe,San Francisco, CA,Business Analyst,2,Sales,209000,7,2.0,146000,25000,38000,1,0,0,0,0
430,2020,Facebook,Seattle, WA,Business Analyst,2,Operations,191000,10,2.0,146000,25000,20000,0,0,0,0,0
431,2021,T-Mobile,Bellevue, WA,Business Analyst,2,Sales Intelligence,190000,2,2.0,146000,15000,29000,1,0,0,0,0
432,2020,Afterpay,New York, NY,Business Analyst,2,Finance,150000,7,1.0,150000,0,0,1,0,0,0,0
433,2020,Apple,San Francisco, CA,Business Analyst,2,Product,184000,0,0.0,150000,24000,10000,0,0,0,0,0
434,2021,Apple,Cupertino, CA,Business Analyst,2,Finance,235000,12,4.0,150000,60000,25000,0,0,0,0,0
435,2021,ebay,San Jose, CA,Business Analyst,2,Analytic,180000,7,4.0,150000,15000,15000,0,0,0,0,0
436,2021,First Republic bank,San Francisco, CA,Business Analyst,2,Wealth management,190000,15,2.0,150000,0,40000,0,1,0,0,0
437,2020,GoDaddy,Sunnyvale, CA,Business Analyst,2,Marketing Analytics,180000,10,1.0,150000,20000,10000,0,0,0,0,0
438,2020,Google,San Francisco, CA,Business Analyst,2,Operations,250000,11,2.0,150000,80000,20000,0,0,0,0,0
439,2020,Google,New York, NY,Business Analyst,2,Analytic,160000,3,2.0,150000,5000,10000,0,0,0,0,0
440,2021,Oracle,Santa Monica, CA,Business Analyst,2,Sales,180000,24,24.0,150000,0,30000,1,0,0,0,0
441,2021,Facebook,Menlo Park, CA,Business Analyst,2,Product growth/growth marketing,243000,5,2.0,153000,74000,15000,1,0,0,0,0
442,2020,Microsoft,Redmond, WA,Business Analyst,2,Product,189000,7,5.0,153000,17000,19000,0,0,0,0,0
443,2020,Amazon,Arlington, VA,Business Analyst,2,Operations,295000,16,0.0,155000,84000,57000,1,0,0,0,0
444,2021,Facebook,Austin, TX,Business Analyst,2,Operations,208000,6,3.0,155000,30000,23000,0,1,0,0,0
445,2021,IBM,San Jose, CA,Business Analyst,2,Internal,155000,45,20.0,155000,0,0,1,0,0,0,0
446,2020,Intuit,San Diego, CA,Business Analyst,2,Data,305000,9,9.0,155000,110000,40000,0,1,0,0,0
447,2021,LinkedIn,San Francisco, CA,Business Analyst,2,Sales Operations,250000,10,3.0,155000,72000,23000,0,0,0,0,0
448,2021,Microsoft,Redmond, WA,Business Analyst,2,Finance,190000,4,0.0,155000,7000,25000,1,0,0,0,0
449,2021,Google,Mountain View, CA,Business Analyst,2,Finance,244000,6,6.0,158000,60000,26000,0,0,0,0,0
450,2021,Amazon,Chicago, IL,Business Analyst,2,General,290000,13,4.0,160000,130000,0,0,0,0,0,0
451,2021,eBay,San Jose, CA,Business Analyst,2,payments,220000,10,4.0,160000,30000,25000,0,0,0,0,0
452,2021,LinkedIn,San Francisco, CA,Business Analyst,2,Sales Operations,258000,10,3.0,160000,75000,23000,0,1,0,0,0
453,2021,LinkedIn,San Francisco, CA,Business Analyst,2,Operations,226000,7,1.0,160000,50000,16000,0,1,0,0,0
454,2020,T-Mobile,Seattle, WA,Business Analyst,2,Analyst,205000,18,3.0,160000,15000,32000,0,0,0,0,0
455,2021,Thumbtack,San Francisco, CA,Business Analyst,2,General,190000,8,2.0,160000,30000,0,0,0,0,0,0
456,2021,Amazon,Seattle, WA,Business Analyst,2,General,325000,15,1.0,164000,41000,120000,0,0,0,0,0
457,2021,LinkedIn,San Francisco, CA,Business Analyst,2,business analytics,197000,10,4.0,165000,32000,0,0,0,0,0,0
458,2020,Playstation,San Mateo, CA,Business Analyst,2,Analytics,215000,8,3.0,165000,0,50000,0,0,0,0,0
