,Year,Company,City,State,Title,Salary Level,Area,Total Annual Compensation,Years of Experience,Years at Company,Base Salary,Stock Grant Value,Bonus,Masters Degree,Bachelors Degree,Doctorate Degree,Highschool,Some College
699,2019,American express,New York, NY,Data Scientist,2,ML / AI,155000,3,1.0,140000,0,15000,0,0,0,0,0
700,2019,American Express,New York, NY,Data Scientist,2,machine learning,155000,3,1.0,140000,0,14000,0,0,0,0,0
701,2020,Apple,San Jose, CA,Data Scientist,2,AOS,175000,10,5.0,140000,15000,19000,1,0,0,0,0
702,2021,Bank of America,New York, NY,Data Scientist,2,General,175000,5,3.0,140000,5000,30000,1,0,0,0,0
703,2019,Blink Health,New York, NY,Data Scientist,2,ML / AI,160000,2,1.0,140000,20000,0,1,0,0,0,0
704,2020,c3.ai,Redwood City, CA,Data Scientist,2,ML / AI,161000,1,0.0,140000,0,21000,1,0,0,0,0
705,2021,C3.ai,Redwood City, CA,Data Scientist,2,DS / ML / AI,186000,0,0.0,140000,25000,21000,1,0,0,0,0
706,2019,Cisco,Ann Arbor, MI,Data Scientist,2,ML / AI,164000,3,3.0,140000,7000,17000,0,0,0,0,0
707,2020,Deloitte,New York, NY,Data Scientist,2,ML / AI,157000,3,0.0,140000,0,17000,1,0,0,0,0
708,2019,eBay,San Jose, CA,Data Scientist,2,ML / AI,176000,2,2.0,140000,20000,14000,0,0,0,0,0
709,2019,Facebook,Menlo Park, CA,Data Scientist,2,Analytics,190000,3,0.0,140000,35000,15000,0,0,0,0,0
710,2019,Facebook,Menlo Park, CA,Data Scientist,2,Analytics,189000,0,0.0,140000,35000,14000,0,0,0,0,0
711,2019,General Motors,Warren, MI,Data Scientist,2,ML / AI,158000,5,1.5,140000,0,18000,0,0,0,0,0
712,2020,Google,San Francisco, CA,Data Scientist,2,Security,220000,6,3.0,140000,55000,25000,0,0,0,0,0
713,2019,Google,Redwood City, CA,Data Scientist,2,ML / AI,220000,1,0.0,140000,59000,21000,0,0,0,0,0
714,2020,Google,San Francisco, CA,Data Scientist,2,Analytics,220000,4,0.0,140000,60000,21000,0,0,0,0,0
715,2021,Grammarly,San Francisco, CA,Data Scientist,2,General,195000,0,0.0,140000,55000,0,0,0,1,0,0
716,2021,Grammarly,San Francisco, CA,Data Scientist,2,"EXPERIMENTATION, PRODUCT ANALYTICS",195000,3,0.0,140000,55000,0,0,0,1,0,0
717,2021,Grubhub,New York, NY,Data Scientist,2,Data Engineering,172000,4,0.0,140000,32000,0,1,0,0,0,0
718,2020,IBM,Armonk, NY,Data Scientist,2,ML / AI,144000,2,1.0,140000,2000,3000,1,0,0,0,0
719,2020,IBM,San Jose, CA,Data Scientist,2,Full Stack,140000,5,2.0,140000,0,3000,1,0,0,0,0
720,2021,IBM,Armonk, NY,Data Scientist,2,Finance and Operations,140000,2,2.0,140000,0,0,0,0,0,0,0
721,2021,IBM,New City, NY,Data Scientist,2,Data,145000,6,5.0,140000,0,5000,0,1,0,0,0
722,2020,JP Morgan Chase,New York, NY,Data Scientist,2,ML / AI,190000,4,1.0,140000,0,50000,0,0,1,0,0
723,2021,JP Morgan Chase,Wilmington, DE,Data Scientist,2,ML / AI,170000,5,5.0,140000,0,30000,0,0,1,0,0
724,2020,LinkedIn,Sunnyvale, CA,Data Scientist,2,Data,199000,3,3.0,140000,45000,14000,0,0,0,0,0
725,2020,LinkedIn,Sunnyvale, CA,Data Scientist,2,Data,190000,2,2.0,140000,35000,14000,0,0,0,0,0
726,2019,Microsoft,Seattle, WA,Data Scientist,2,Mobile (iOS + Android),170000,10,7.0,140000,14000,14000,0,0,0,0,0
727,2020,Microsoft,Bellevue, WA,Data Scientist,2,ML / AI,229000,0,0.0,140000,50000,39000,0,0,1,0,0
728,2019,Microsoft,Seattle, WA,Data Scientist,2,ML / AI,250000,3,1.0,140000,100000,14000,0,0,0,0,0
729,2019,Microsoft,Seattle, WA,Data Scientist,2,ML / AI,230000,2,1.0,140000,80000,10000,0,0,0,0,0
730,2020,Microsoft,Redmond, WA,Data Scientist,2,ML / AI,190000,2,2.0,140000,40000,10000,0,0,1,0,0
731,2021,Microsoft,Redmond, WA,Data Scientist,2,AI / ML,202000,0,0.0,140000,40000,22000,0,0,1,0,0
732,2021,Nvidia,Santa Clara, CA,Data Scientist,2,General,168000,2,2.0,140000,30000,0,1,0,0,0,0
733,2021,Oracle,Redwood City, CA,Data Scientist,2,NLP,205000,1,0.0,140000,50000,15000,0,1,0,0,0
734,2018,PayPal,San Jose, CA,Data Scientist,2,ML / AI,182000,5,2.0,140000,28000,14000,0,0,0,0,0
735,2020,PayPal,San Jose, CA,Data Scientist,2,ML / AI,181000,6,1.0,140000,27000,14000,0,0,0,0,0
736,2020,PayPal,San Jose, CA,Data Scientist,2,Data,182000,3,1.0,140000,22000,20000,0,0,0,0,0
737,2021,Poshmark,Redwood City, CA,Data Scientist,2,"SQL, Python",170000,4,2.0,140000,30000,0,1,0,0,0,0
738,2021,Red Hat,Raleigh, NC,Data Scientist,2,AI/ML,171000,5,5.0,140000,10000,21000,1,0,0,0,0
739,2021,roche,San Francisco, CA,Data Scientist,2,machine learning,200000,5,1.0,140000,20000,40000,0,0,0,0,0
740,2020,SoFi,San Francisco, CA,Data Scientist,2,ML / AI,164000,1,1.0,140000,10000,14000,1,0,0,0,0
741,2020,Tesla,Palo Alto, CA,Data Scientist,2,ML / AI,205000,3,0.0,140000,50000,15000,0,0,1,0,0
742,2020,Tesla,Fremont, CA,Data Scientist,2,Data,175000,0,0.0,140000,35000,0,1,0,0,0,0
743,2020,The Home Depot,Atlanta, GA,Data Scientist,2,ML / AI,160000,4,1.0,140000,10000,10000,0,0,1,0,0
744,2021,Twitch,San Francisco, CA,Data Scientist,2,Operations,200000,7,3.0,140000,60000,0,0,1,0,0,0
745,2020,Uber,San Francisco, CA,Data Scientist,2,Security,235000,5,3.0,140000,80000,15000,1,0,0,0,0
746,2020,Uber,San Francisco, CA,Data Scientist,2,ML / AI,210000,0,0.0,140000,50000,20000,0,0,1,0,0
747,2018,Uber,San Francisco, CA,Data Scientist,2,data,240000,2,0.0,140000,60000,40000,0,0,0,0,0
748,2020,Uber,San Francisco, CA,Data Scientist,2,Data,210000,1,1.0,140000,50000,20000,0,0,0,0,0
749,2020,Walmart Labs,Sunnyvale, CA,Data Scientist,2,ML / AI,175000,1,1.0,140000,20000,15000,1,0,0,0,0
750,2021,Western Digital,Milpitas, CA,Data Scientist,2,Data analysis,174000,5,3.0,140000,20000,14000,0,0,0,0,0
751,2020,Yahoo,Sunnyvale, CA,Data Scientist,2,Data scientist,180000,4,0.0,140000,30000,10000,1,0,0,0,0
752,2020,Zillow,Seattle, WA,Data Scientist,2,Data,185000,4,2.0,140000,45000,0,0,0,0,0,0
753,2020,Zillow,Seattle, WA,Data Scientist,2,Analytics,185000,3,1.0,140000,40000,5000,1,0,0,0,0
754,2021,Ernst and Young,San Francisco, CA,Data Scientist,2,Data,146000,3,2.0,141000,0,5000,0,1,0,0,0
755,2019,IBM,Washington, DC,Data Scientist,2,ML / AI,155000,5,2.0,141000,0,14000,0,0,0,0,0
756,2019,IBM,Washington, DC,Data Scientist,2,ML / AI,155000,5,2.0,141000,0,14000,0,0,0,0,0
757,2021,Intel,Hillsboro, OR,Data Scientist,2,Manufacturing,188000,5,5.0,141000,26000,21000,0,0,1,0,0
758,2021,Microsoft,Seattle, WA,Data Scientist,2,product,181000,3,3.0,141000,25000,15000,1,0,0,0,0
759,2019,Microsoft,Seattle, WA,Data Scientist,2,ML / AI,232000,0,0.0,141000,61000,30000,0,0,0,0,0
760,2020,Microsoft,Redmond, WA,Data Scientist,2,ML / AI,205000,0,0.0,141000,50000,14000,0,0,1,0,0
761,2021,Microsoft,Redmond, WA,Data Scientist,2,Machine Learning and AI,206000,0,0.0,141000,35000,30000,0,0,1,0,0
762,2021,microsoft,Seattle, WA,Data Scientist,2,Data,176000,7,2.0,141000,20000,15000,0,1,0,0,0
763,2019,Uber,San Francisco, CA,Data Scientist,2,ML / AI,255000,1,1.0,141000,99000,15000,0,0,0,0,0
764,2021,Allstate,Chicago, IL,Data Scientist,2,Operations Research,157000,6,2.0,142000,0,15000,0,0,0,0,0
765,2021,Allstate,Chicago, IL,Data Scientist,2,ML / AI,152000,6,1.0,142000,0,10000,0,0,1,0,0
766,2021,Capital One,Arlington, VA,Data Scientist,2,Analytics,157000,5,2.0,142000,0,15000,0,0,0,0,0
767,2020,Google,Sunnyvale, CA,Data Scientist,2,UX,213000,0,0.0,142000,50000,21000,1,0,1,0,0
768,2020,Google,San Francisco, CA,Data Scientist,2,Cloud,282000,9,1.0,142000,112000,25000,1,0,0,0,0
769,2019,Microsoft,Bellevue, WA,Data Scientist,2,Statistics,226000,0,0.0,142000,45000,39000,0,0,0,0,0
770,2020,Microsoft,Seattle, WA,Data Scientist,2,ML / AI,170000,5,1.0,142000,12000,14000,1,0,0,0,0
771,2021,Microsoft,Redmond, WA,Data Scientist,2,data analysis,194000,3,3.0,142000,40000,12000,0,0,1,0,0
772,2020,Walmart Labs,Sunnyvale, CA,Data Scientist,2,ML / AI,195000,7,1.0,142000,25000,28000,1,0,0,0,0
773,2020,Walmart Labs,Sunnyvale, CA,Data Scientist,2,Data,210000,3,1.0,142000,40000,28000,1,0,0,0,0
774,2021,Capital One,Vienna, VA,Data Scientist,2,Modeling,151000,5,3.0,143000,0,8000,0,0,1,0,0
775,2020,ExxonMobil,Houston, TX,Data Scientist,2,Data,167000,3,1.0,143000,0,25000,0,0,1,0,0
776,2020,Google,San Francisco, CA,Data Scientist,2,Data,195000,1,1.0,143000,30000,22000,0,0,1,0,0
777,2021,Grubhub,New York, NY,Data Scientist,2,General,168000,4,4.0,143000,25000,0,0,0,0,0,0
778,2019,Microsoft,Redmond, WA,Data Scientist,2,ML / AI,240000,0,0.0,143000,60000,37000,0,0,0,0,0
779,2020,Microsoft,Redmond, WA,Data Scientist,2,ML / AI,171000,3,3.0,143000,9000,19000,0,0,0,0,0
780,2020,Microsoft,Redmond, WA,Data Scientist,2,ML / AI,203000,3,2.0,143000,45000,15000,0,0,1,0,0
781,2020,Microsoft,Seattle, WA,Data Scientist,2,ML / AI,187000,2,2.0,143000,30000,14000,0,0,1,0,0
782,2020,Microsoft,Redmond, WA,Data Scientist,2,Data,182000,7,7.0,143000,18000,22000,0,1,0,0,0
783,2020,Microsoft,Redmond, WA,Data Scientist,2,Data,168000,5,5.0,143000,11000,14000,1,0,0,0,0
784,2021,Microsoft,Seattle, WA,Data Scientist,2,"Customer Analytics, Data Engineering, Product Management",163000,5,5.0,143000,10000,10000,0,1,0,0,0
785,2021,Microsoft,Seattle, WA,Data Scientist,2,"Customer Analytics, Data Engineering, Product Management",165000,5,5.0,143000,8000,14000,0,1,0,0,0
786,2020,Nextdoor,San Francisco, CA,Data Scientist,2,ML / AI,203000,1,1.0,143000,60000,0,1,0,0,0,0
787,2020,Amazon,Palo Alto, CA,Data Scientist,2,ML / AI,191000,4,3.0,144000,47000,0,1,0,0,0,0
788,2020,Amazon,Seattle, WA,Data Scientist,2,ML / AI,300000,7,7.0,144000,156000,0,1,0,0,0,0
789,2021,Amazon,Seattle, WA,Data Scientist,2,General,214000,4,4.0,144000,60000,10000,0,1,0,0,0
790,2019,Amazon,Seattle, WA,Data Scientist,2,Distributed Systems (Back-End),230000,25,3.0,144000,86000,0,0,0,0,0,0
791,2020,Apple,Cupertino, CA,Data Scientist,2,Big Data,144000,2,0.0,144000,0,0,1,0,0,0,0
792,2020,Asana,San Francisco, CA,Data Scientist,2,API Development (Back-End),192000,0,0.0,144000,48000,0,0,1,0,0,0
793,2020,Facebook,Seattle, WA,Data Scientist,2,Data,198000,4,1.0,144000,40000,14000,0,0,0,0,0
794,2019,Google,Mountain View, CA,Data Scientist,2,Data science,225000,4,4.0,144000,58000,23000,0,0,0,0,0
795,2020,Twitter,San Francisco, CA,Data Scientist,2,Analytics,197000,5,2.5,144000,35000,20000,0,0,0,0,0
796,2020,Walmart,San Bruno, CA,Data Scientist,2,ML / AI,189000,3,2.0,144000,20000,25000,1,0,0,0,0
797,2020,Adobe,Emeryville, CA,Data Scientist,2,ML / AI,250000,4,3.0,145000,90000,15000,1,0,0,0,0
798,2021,Affirm,San Francisco, CA,Data Scientist,2,product analytics,158000,7,2.0,145000,13000,0,0,0,0,0,0
799,2020,Airbnb,San Francisco, CA,Data Scientist,2,Analytics,210000,2,0.0,145000,45000,20000,1,0,0,0,0
800,2020,Amazon,New York, NY,Data Scientist,2,SCOT,191000,3,3.0,145000,46000,0,1,0,0,0,0
801,2019,Amazon,Palo Alto, CA,Data Scientist,2,ML / AI,181000,4,1.0,145000,6000,30000,0,0,0,0,0
802,2020,Amazon,Seattle, WA,Data Scientist,2,ML / AI,210000,2,0.0,145000,36000,26000,0,0,1,0,0
803,2020,Amazon,Seattle, WA,Data Scientist,2,ML / AI,250000,8,4.0,145000,105000,0,1,0,0,0,0
804,2020,Amazon,Seattle, WA,Data Scientist,2,ML / AI,270000,5,4.0,145000,125000,0,1,0,0,0,0
805,2021,Amazon,Atlanta, GA,Data Scientist,2,ML,225000,7,2.0,145000,50000,30000,1,0,0,0,0
806,2021,Amazon,Seattle, WA,Data Scientist,2,ML,363000,5,0.0,145000,118000,99000,1,0,0,0,0
807,2021,Amazon,Seattle, WA,Data Scientist,2,ML,270000,5,4.0,145000,125000,0,1,0,0,0,0
808,2020,Amazon,Los Angeles, CA,Data Scientist,2,Data,220000,2,2.0,145000,75000,0,0,0,1,0,0
809,2020,Amazon,Seattle, WA,Data Scientist,2,Data,240000,6,4.0,145000,95000,0,1,0,0,0,0
810,2020,Apple,Cupertino, CA,Data Scientist,2,Research,240000,4,4.0,145000,75000,20000,0,0,0,0,0
811,2020,Apple,Sunnyvale, CA,Data Scientist,2,ML / AI,197000,2,0.0,145000,38000,15000,1,0,0,0,0
812,2020,Apple,Sunnyvale, CA,Data Scientist,2,Insights,220000,7,1.0,145000,60000,15000,0,0,1,0,0
813,2021,Apple,San Francisco, CA,Data Scientist,2,Fraud,152000,9,3.0,145000,5000,0,1,0,0,0,0
814,2020,BuzzFeed,New York, NY,Data Scientist,2,ML / AI,161000,4,2.0,145000,5000,11000,0,1,0,0,0
815,2021,Chime,San Francisco, CA,Data Scientist,2,General,222000,4,0.0,145000,63000,15000,0,1,0,0,0
816,2021,Cisco,San Jose, CA,Data Scientist,2,ML/DS,177000,11,4.0,145000,14000,18000,1,0,0,0,0
817,2021,Facebook,New York, NY,Data Scientist,2,People analytics,200000,6,2.0,145000,40000,15000,0,0,0,0,0
818,2019,Facebook,San Francisco, CA,Data Scientist,2,Data Science,220000,6,1.5,145000,50000,15000,0,0,0,0,0
819,2019,Facebook,Menlo Park, CA,Data Scientist,2,Data Science,195000,9,1.0,145000,35000,15000,0,0,0,0,0
820,2019,Facebook,Menlo Park, CA,Data Scientist,2,Analytics,190000,2,1.0,145000,16000,29000,0,0,0,0,0
821,2021,Fidelity Investments,Boston, MA,Data Scientist,2,general,181000,5,1.0,145000,0,36000,0,0,0,0,0
822,2021,Fidelity Investments,Boston, MA,Data Scientist,2,data scient,176000,2,0.0,145000,0,31000,0,0,1,0,0
823,2021,Goldman Sachs,New York, NY,Data Scientist,2,Credit,195000,6,2.0,145000,0,50000,1,0,0,0,0
824,2021,IBM,Raleigh, NC,Data Scientist,2,survey analysis,145000,6,3.0,145000,0,0,0,0,1,0,0
825,2020,IBM,Armonk, NY,Data Scientist,2,ML / AI,145000,5,0.0,145000,0,0,1,0,0,0,0
826,2020,JP Morgan Chase,Jersey City, NJ,Data Scientist,2,Data,160000,20,5.0,145000,0,15000,0,0,0,0,0
827,2021,Liberty Mutual,Seattle, WA,Data Scientist,2,ML / AI,163000,5,1.0,145000,0,18000,0,0,0,0,0
828,2021,LinkedIn,Sunnyvale, CA,Data Scientist,2,General,201000,3,0.0,145000,41000,15000,1,0,0,0,0
829,2018,Microsoft,Redmond, WA,Data Scientist,2,ML / AI,180000,9,3.0,145000,15000,22000,0,0,0,0,0
830,2018,Microsoft,Redmond, WA,Data Scientist,2,ML / AI,180000,9,3.0,145000,15000,22000,0,0,0,0,0
831,2019,Microsoft,Redmond, WA,Data Scientist,2,ML / AI,185000,10,2.0,145000,20000,20000,0,0,0,0,0
832,2020,Microsoft,Seattle, WA,Data Scientist,2,ML / AI,215000,2,0.0,145000,19000,51000,1,0,0,0,0
833,2020,Microsoft,Redmond, WA,Data Scientist,2,ML / AI,194000,2,0.0,145000,23000,26000,1,0,0,0,0
834,2019,Microsoft,Redmond, WA,Data Scientist,2,DevOps,175000,5,2.0,145000,15000,15000,0,0,0,0,0
835,2019,Oracle,Reston, VA,Data Scientist,2,ML / AI,152000,4,1.0,145000,15000,0,0,0,0,0,0
836,2021,Pinterest,San Francisco, CA,Data Scientist,2,Analytics,190000,2,2.0,145000,45000,0,0,0,0,0,0
837,2020,Spotify,New York, NY,Data Scientist,2,Data science,173000,5,1.0,145000,28000,0,0,0,0,0,0
838,2021,Squarespace,New York, NY,Data Scientist,2,Analytics,165000,5,1.0,145000,20000,0,0,0,0,0,0
839,2021,Starbucks,Seattle, WA,Data Scientist,2,General,172000,3,3.0,145000,12000,15000,0,0,1,0,0
840,2019,T-Mobile,Bellevue, WA,Data Scientist,2,ML / AI,190000,4,1.0,145000,15000,30000,0,0,0,0,0
841,2020,Twitter,San Francisco, CA,Data Scientist,2,ML / AI,192000,2,2.0,145000,25000,22000,0,0,0,0,0
842,2021,Visa,Foster City, CA,Data Scientist,2,Data Scientist,173000,1,1.0,145000,8000,20000,0,0,1,0,0
843,2021,Walmart,San Bruno, CA,Data Scientist,2,General,188000,5,1.0,145000,20000,23000,0,0,0,0,0
844,2021,Walmart,Dallas, TX,Data Scientist,2,General,209000,6,6.0,145000,35000,29000,0,0,0,0,0
845,2019,Walmart Labs,Sunnyvale, CA,Data Scientist,2,ML / AI,188000,0,0.0,145000,20000,23000,0,0,0,0,0
846,2021,Walmart Labs,Seattle, WA,Data Scientist,2,ML,193000,2,0.0,145000,25000,23000,1,0,0,0,0
847,2020,Wayfair,Boston, MA,Data Scientist,2,ML / AI,207000,4,1.0,145000,48000,14000,1,0,0,0,0
848,2018,Airbnb,San Francisco, CA,Data Scientist,2,ML / AI,233000,3,0.0,146000,50000,22000,0,0,0,0,0
849,2020,eBay,San Jose, CA,Data Scientist,2,ML / AI,181000,1,1.0,146000,20000,15000,1,0,0,0,0
850,2019,Intel,Phoenix, AZ,Data Scientist,2,ML / AI,193000,6,6.0,146000,17000,30000,0,0,0,0,0
851,2019,Microsoft,Sunnyvale, CA,Data Scientist,2,ML / AI,171000,7,6.0,146000,14000,11000,0,0,0,0,0
852,2021,Nike,Beaverton, OR,Data Scientist,2,Computer Vision,146000,3,2.0,146000,0,0,1,0,0,0,0
853,2021,Uber,Seattle, WA,Data Scientist,2,General,187000,5,0.0,146000,26000,15000,0,0,0,0,0
854,2019,Amazon,Seattle, WA,Data Scientist,2,ML / AI,204000,3,2.5,147000,57000,0,0,0,0,0,0
855,2019,Amazon,Pittsburgh, PA,Data Scientist,2,ML / AI,197000,5,1.0,147000,5000,42000,0,0,0,0,0
856,2021,Amazon,Boston, MA,Data Scientist,2,AWS,200000,3,1.0,147000,43000,10000,1,0,0,0,0
857,2020,Asana,San Francisco, CA,Data Scientist,2,ML / AI,170000,4,0.0,147000,23000,0,0,0,0,0,0
858,2020,AT&T,Atlanta, GA,Data Scientist,2,ML / AI,166000,10,6.0,147000,0,19000,0,0,1,0,0
859,2020,Facebook,Menlo Park, CA,Data Scientist,2,Data,217000,5,1.0,147000,55000,15000,0,0,0,0,0
860,2021,GE Digital,San Ramon, CA,Data Scientist,2,ML / AI,162000,5,3.0,147000,15000,5000,0,0,0,0,0
861,2021,Google,Mountain View, CA,Data Scientist,2,General,266000,0,0.0,147000,97000,22000,0,0,1,0,0
862,2021,Google,Mountain View, CA,Data Scientist,2,Ads,199000,0,0.0,147000,30000,22000,0,0,1,0,0
863,2019,Instacart,San Francisco, CA,Data Scientist,2,DS,242000,6,1.0,147000,95000,0,0,0,0,0,0
864,2019,Microsoft,Seattle, WA,Data Scientist,2,ML / AI,170000,6,2.0,147000,8000,15000,1,0,0,0,0
865,2021,Verily Life Sciences,South San Francisco, CA,Data Scientist,2,ML/AI,210000,0,0.0,147000,41000,22000,0,0,1,0,0
866,2021,Amazon,Seattle, WA,Data Scientist,2,AWS,230000,5,1.0,148000,58000,25000,1,0,0,0,0
867,2020,Apple,San Francisco, CA,Data Scientist,2,iOS,198000,2,1.0,148000,41000,10000,1,0,0,0,0
868,2020,Facebook,Menlo Park, CA,Data Scientist,2,Data,220000,5,2.0,148000,50000,20000,0,0,0,0,0
869,2021,Microsoft,Redmond, WA,Data Scientist,2,General,182000,7,7.0,148000,17000,17000,0,0,1,0,0
870,2020,Nvidia,Santa Clara, CA,Data Scientist,2,ML / AI,200000,2,2.0,148000,52000,0,0,0,0,0,0
871,2019,Uber,New York, NY,Data Scientist,2,ML / AI,268000,2,2.0,148000,100000,20000,0,0,0,0,0
872,2021,Facebook,Seattle, WA,Data Scientist,2,General,250000,2,2.0,149000,72000,30000,1,0,0,0,0
873,2020,Ibm,Raleigh, NC,Data Scientist,2,ML / AI,151000,13,7.0,149000,1000,1000,1,0,0,0,0
874,2021,IBM,Colorado Springs, CO,Data Scientist,2,General,149000,20,19.0,149000,0,4000,0,0,0,0,0
875,2021,Wells Fargo,Charlotte, NC,Data Scientist,2,ML,191000,2,2.0,149000,0,45000,0,0,1,0,0
876,2020,Accenture,San Francisco, CA,Data Scientist,2,ML / AI,150000,4,1.0,150000,0,0,1,0,0,0,0
877,2020,Adobe,San Francisco, CA,Data Scientist,2,ML / AI,262000,2,2.0,150000,90000,22000,1,0,0,0,0
878,2021,Adobe,San Jose, CA,Data Scientist,2,Data Science,272000,8,3.0,150000,100000,23000,0,0,0,0,0
879,2021,Adobe,San Jose, CA,Data Scientist,2,Data Science,250000,5,4.0,150000,100000,0,1,0,0,0,0
880,2021,Amazon,Seattle, WA,Data Scientist,2,NLP,179000,2,1.0,150000,0,29000,1,0,0,0,0
881,2020,Amazon,Seattle, WA,Data Scientist,2,ML / AI,167000,2,0.0,150000,12000,7000,1,0,0,0,0
882,2020,Amazon,Seattle, WA,Data Scientist,2,ML / AI,167000,2,0.0,150000,10000,7000,1,0,0,0,0
883,2020,Amazon,Palo Alto, CA,Data Scientist,2,ML / AI,210000,4,1.0,150000,30000,30000,1,0,0,0,0
884,2018,Amazon,Seattle, WA,Data Scientist,2,ML / AI,200000,3,0.0,150000,105000,81000,0,0,0,0,0
885,2019,Amazon,Pittsburgh, PA,Data Scientist,2,ML / AI,210000,3,0.0,150000,5000,55000,0,0,0,0,0
886,2020,Amazon,Boston, MA,Data Scientist,2,ML / AI,210000,3,0.5,150000,60000,0,0,0,1,0,0
887,2020,Amazon,Charlotte, NC,Data Scientist,2,ML / AI,222000,2,0.0,150000,10000,62000,0,0,1,0,0
888,2020,Amazon,New York, NY,Data Scientist,2,ML / AI,220000,3,1.0,150000,50000,20000,1,0,0,0,0
889,2020,Amazon,San Diego, CA,Data Scientist,2,ML / AI,250000,5,1.0,150000,30000,70000,0,0,0,0,0
890,2020,Amazon,Seattle, WA,Data Scientist,2,ML / AI,280000,7,7.0,150000,130000,0,0,0,0,0,0
891,2018,Amazon,Seattle, WA,Data Scientist,2,ML / AI,230000,5,3.0,150000,80000,0,0,0,0,0,0
892,2020,Amazon,Seattle, WA,Data Scientist,2,ML / AI,250000,6,3.0,150000,90000,10000,1,0,0,0,0
893,2019,Amazon,San Francisco, CA,Data Scientist,2,ML / AI,300000,2,2.0,150000,120000,30000,0,0,0,0,0
894,2021,Amazon,Seattle, WA,Data Scientist,2,Machine Learning,190000,5,2.0,150000,40000,0,0,0,0,0,0
895,2021,Amazon,Arlington, VA,Data Scientist,2,Data Engineer,205000,12,0.0,150000,35000,20000,0,1,0,0,0
896,2020,Amazon,Seattle, WA,Data Scientist,2,data,215000,12,0.0,150000,50000,15000,0,0,0,0,0
897,2020,Amazon,Seattle, WA,Data Scientist,2,Data,213000,10,10.0,150000,50000,13000,0,1,0,0,0
898,2020,Amazon,Seattle, WA,Data Scientist,2,Data,215000,10,10.0,150000,45000,20000,0,1,0,0,0
899,2021,Amazon,Seattle, WA,Data Scientist,2,AWS,192000,7,1.0,150000,23000,20000,0,0,0,0,0
900,2019,Amazon,Seattle, WA,Data Scientist,2,Analytics,192000,10,1.0,150000,25000,17000,0,0,0,0,0
901,2021,Amazon,Cambridge, MA,Data Scientist,2,AI/NLP,237000,2,1.0,150000,62000,25000,0,0,1,0,0
902,2019,Amazon,Seattle, WA,Data Scientist,2,ML / AI,300000,4,1.0,150000,50000,100000,0,0,0,0,0
903,2020,Apple,Cupertino, CA,Data Scientist,2,ML / AI,208000,0,0.0,150000,35000,23000,0,0,1,0,0
904,2020,Apple,Cupertino, CA,Data Scientist,2,ML / AI,220000,1,1.0,150000,50000,20000,1,0,0,0,0
905,2021,Apple,Cupertino, CA,Data Scientist,2,ML / AI,185000,2,2.0,150000,25000,10000,1,0,0,0,0
906,2020,Apple,Cupertino, CA,Data Scientist,2,Data,185000,5,0.0,150000,25000,10000,0,0,0,0,0
907,2021,Apple,Cupertino, CA,Data Scientist,2,Data,265000,6,3.0,150000,100000,15000,1,0,0,0,0
908,2019,AT&T,New York, NY,Data Scientist,2,ML / AI,165000,3,2.0,150000,0,15000,0,0,0,0,0
909,2020,BuzzFeed,New York, NY,Data Scientist,2,Data,150000,5,4.0,150000,0,0,1,0,0,0,0
910,2021,Chime,San Francisco, CA,Data Scientist,2,Risk,295000,2,0.0,150000,130000,15000,1,0,0,0,0
911,2019,Citi,New York, NY,Data Scientist,2,ML / AI,190000,10,5.0,150000,0,40000,0,0,0,0,0
912,2020,Convoy,Seattle, WA,Data Scientist,2,Distributed Systems (Back-End),190000,15,0.0,150000,30000,10000,1,0,0,0,0
913,2020,Convoy,Seattle, WA,Data Scientist,2,Data,169000,7,1.0,150000,19000,0,1,0,0,0,0
914,2021,Dell Technologies,Austin, TX,Data Scientist,2,ML,200000,6,2.0,150000,10000,40000,0,0,0,0,0
915,2020,Expedia,Seattle, WA,Data Scientist,2,ML / AI,220000,4,4.0,150000,44000,26000,0,0,0,0,0
916,2020,Facebook,Menlo Park, CA,Data Scientist,2,Product analytics,205000,0,0.0,150000,40000,15000,0,0,1,0,0
917,2020,Facebook,Menlo Park, CA,Data Scientist,2,product,235000,5,3.0,150000,60000,25000,0,0,0,0,0
918,2021,Facebook,New York, NY,Data Scientist,2,Product,200000,6,1.0,150000,40000,10000,1,0,0,0,0
919,2019,Facebook,Menlo Park, CA,Data Scientist,2,Other,203000,0,0.0,150000,38000,15000,0,0,1,0,0
920,2019,Facebook,Menlo Park, CA,Data Scientist,2,ML / AI,240000,3,0.0,150000,75000,15000,0,0,0,0,0
921,2020,Facebook,San Francisco, CA,Data Scientist,2,ML / AI,200000,2,2.0,150000,40000,10000,1,0,0,0,0
922,2020,Facebook,Menlo Park, CA,Data Scientist,2,ML / AI,220000,5,0.0,150000,50000,20000,1,0,0,0,0
923,2018,Facebook,Menlo Park, CA,Data Scientist,2,Infrastructure,200000,5,0.25,150000,35000,15000,0,0,0,0,0
924,2019,Facebook,Menlo Park, CA,Data Scientist,2,Infra,202000,0,0.25,150000,37000,15000,0,0,0,0,0
925,2020,Facebook,Menlo Park, CA,Data Scientist,2,Infra,210000,0,0.0,150000,35000,25000,0,0,1,0,0
926,2021,Facebook,Chicago, IL,Data Scientist,2,General,165000,4,1.0,150000,5000,10000,0,0,0,0,0
927,2021,Facebook,Seattle, WA,Data Scientist,2,General,210000,2,0.0,150000,45000,15000,1,0,0,0,0
